i:ID,s:Type,s:Name,s:File,s:Character,i:Set Sounds,s:Set Sound 1,s:Set Sound 2,s:Set Sound 3,s:Set Sound 4,s:Set Sound 5,s:Set Sound 6,s:Set Sound 7,s:Set Sound 8,s:Set Sound 9,s:Set Sound 10,s:Set Sound 11,s:Set Sound 12,s:Set Sound 13,s:Set Sound 14,s:Set Sound 15,s:Set Sound 16,s:Set Sound 17,s:Set Sound 18,s:Set Sound 19
146,sound_effects,TaskRewardTap,SoundEffects/Pop,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
78,sound_effects,VeryTempted,SoundEffects/Pop,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
59,sound_effects,AcceptPlacementDecoration,SoundEffects/Pop_2,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
58,sound_effects,AcceptPlacementGarden,SoundEffects/Pop_2,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
57,sound_effects,AcceptPlacementTree,SoundEffects/Pop_2,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
143,sound_effects,TapFallenBuildingItem,SoundEffects/Pop_2,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
142,sound_effects,TapFallenItem,SoundEffects/Pop_2,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
144,sound_effects,TapFallenMovieItem,SoundEffects/Pop_2,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
145,sound_effects,TapFallenRecipeItem,SoundEffects/Pop_2,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
63,sound_effects,Purchase,SoundEffects/Purchase,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
65,sound_effects,PurchaseExpansion,SoundEffects/Purchase,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,sound_effects,PurchaseHardCurrency,SoundEffects/Purchase,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
98,sound_effects,PlacePavement,SoundEffects/RoadPlacement,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
325,sound_effects,Banjo,SoundEffects/SB_BANJO_FX,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
60,sound_effects,BubbleWipe,SoundEffects/SB_CASH_REGISTER_FX,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
289,sound_effects,CashRegister,SoundEffects/SB_CASH_REGISTER_FX,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
292,sound_effects,WellCoinDrop,SoundEffects/SB_CoinWellDrop,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
321,sound_effects,HeartMonitor,SoundEffects/SB_Heart_Monitor,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
328,sound_effects,JailClose,SoundEffects/SB_JAIL_CLOSE_FX,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
317,sound_effects,MapOpen,SoundEffects/SB_MAP_OPEN_FX,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
141,sound_effects,MovieDropExplodeInPlace,SoundEffects/SB_MovieProjector,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
323,sound_effects,MovieProjector,SoundEffects/SB_MovieProjector,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
318,sound_effects,JellyfishNet,SoundEffects/SB_NET_FX,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
290,sound_effects,OrderUpBell,SoundEffects/SB_ORDER_UP_BELL,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
288,sound_effects,OvenTimer,SoundEffects/SB_OVEN_TIMER_DING_FX,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
327,sound_effects,PoliceSiren,SoundEffects/SB_Police_Siren,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
322,sound_effects,PotsClang,SoundEffects/SB_POTS_CLANG_FX,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
319,sound_effects,RockingChair,SoundEffects/SB_ROCKING_CHAIR,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
287,sound_effects,SchoolBell,SoundEffects/SB_SCHOOL_BELL_FX,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
324,sound_effects,SpitCan,SoundEffects/SB_SPIT_FX,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
291,sound_effects,StoveFireUp,SoundEffects/SB_STOVE_FIRE_FX,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
326,sound_effects,Weights,SoundEffects/SB_WEIGHTS_FX,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
286,sound_effects,Doorbell,SoundEffects/SFX_Doorbell2,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
152,sound_effects,Beat_JellyfishFields_ComingSoon,SoundEffects/Silence,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
174,sound_effects,Beat_MoveIn,SoundEffects/Silence,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
81,sound_effects,BonusSlotSpin_Complete,SoundEffects/Silence,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
80,sound_effects,BonusSlotSpin_Start,SoundEffects/Silence,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
86,sound_effects,EatComplete,SoundEffects/Silence,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
82,sound_effects,MatchBonus_Ready,SoundEffects/Silence,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
283,sound_effects,Silence,SoundEffects/Silence,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
55,sound_effects,UnveilBuilding,SoundEffects/Silence,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
56,sound_effects,UnveilTree,SoundEffects/Silence,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
138,sound_effects,PerfumeGiven,SoundEffects/Spritz,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
67,sound_effects,Stash,SoundEffects/Stash,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
41,sound_effects,Telephone_Ring,SoundEffects/Telephone_Ring,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
72,sound_effects,CloseGalleyGrubMenu,SoundEffects/WindowClose,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
46,sound_effects,CloseMenu,SoundEffects/WindowClose,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
50,sound_effects,CloseQuestList,SoundEffects/WindowClose,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
73,sound_effects,OpenGardenMenu,SoundEffects/WindowClose,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
45,sound_effects,OpenMenu,SoundEffects/WindowOpen,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
49,sound_effects,OpenQuestList,SoundEffects/WindowOpen,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
76,sound_effects,NotTempted,SoundEffects/Woosh,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
70,sound_effects,Rush,SoundEffects/Woosh,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
430,sound_effects,Citizen_Hey,VO/EN/Bottomite1_16_EN,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
431,sound_effects,Citizen_Ouch,VO/EN/Bottomite1_17_EN,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
432,sound_effects,Citizen_WatchWhereTapping,VO/EN/Bottomite1_18_EN,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
433,sound_effects,Citizen_ThatTickles,VO/EN/Bottomite1_19_EN,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
434,sound_effects,Citizen_Ow,VO/EN/Bottomite1_20_EN,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
548,sound_effects,Reg_MoveIn,VO/EN/Reg_6_EN,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
562,sound_effects,Sandy_MoveIn,VO/EN/Sandy_7,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
692,sound_effects,SB_HappyHolidays,VO/EN/SB912_EN,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
693,sound_effects,SB_MerryChristmas,VO/EN/SB922_EN,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
694,sound_effects,SB_WeGotPresents,VO/EN/SB923_EN,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
695,sound_effects,SB_SendFriendsGifts,VO/EN/SB924_EN,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
696,sound_effects,SB_HoHoHo,VO/EN/SB925_EN,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
697,sound_effects,SB_LookingFestive,VO/EN/SB926_EN,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
698,sound_effects,SB_LookMistletoe,VO/EN/SB927_EN,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
699,sound_effects,SB_PatrickMistletoe,VO/EN/SB928_EN,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
700,sound_effects,SB_SnowballFight,VO/EN/SB929_EN,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
701,sound_effects,SB_BuildASnowman,VO/EN/SB930_EN,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
8,sound_effects,BuildingReady,VO/EN/SFX_BuildingReady_EN,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
175,sound_effects,Dialog_LevelUp,VO/EN/SFX_FanFare_EN,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
43,sound_effects,GrillSizzle,VO/EN/SFX_Grill_EN,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
154,sound_effects,Dialog_QuestComplete,VO/EN/SFX_QuestComplete_EN,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
150,sound_effects,Dialog_QuestStart,VO/EN/SFX_QuestStart_EN,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
34,sound_effects,wish_flies,VO/EN/SFX_wish_flies_EN,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
482,sound_effects,Squidward_MoveIn,VO/EN/Squidward_7,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
563,sound_effects,Squilliam_MoveIn,VO/EN/SquilliamFancyson_6,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
320,sound_effects,FanFareExample,VO/EXT/SFX_FanFare,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
35,sound_effects,wish_flies2,VO/EXT/SFX_wish_flies,n/a,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
339,sound_effects,BB_LaughBrief,VO/EN/BB_186_EN,barnacleboy,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
340,sound_effects,BB_CutItOut,VO/EN/BB_192_EN,barnacleboy,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
341,sound_effects,BB_DagnabbitStop,VO/EN/BB_195_EN,barnacleboy,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
342,sound_effects,BB_WhatWrongWithYou,VO/EN/BB_196_EN,barnacleboy,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
329,sound_effects,BB_MoveIn,VO/EN/BB_4_EN,barnacleboy,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
330,sound_effects,BB_TapTapTappingAway,VO/EN/BB_45_EN,barnacleboy,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
331,sound_effects,BB_ThatTickles,VO/EN/BB_48_EN,barnacleboy,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
332,sound_effects,BB_Ouch,VO/EN/BB_49_EN,barnacleboy,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
333,sound_effects,BB_Ow,VO/EN/BB_50_EN,barnacleboy,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
343,sound_effects,BB_ImNotHungry,VO/EN/BB_89_EN,barnacleboy,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
334,sound_effects,BB_WaitAMinute,VO/EN/BB_90_EN,barnacleboy,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
335,sound_effects,BB_WhatIsItKid,VO/EN/BB_91_EN,barnacleboy,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
336,sound_effects,BB_Holy,VO/EN/BB_93_EN,barnacleboy,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
337,sound_effects,BB_NuclearTouch,VO/EN/BB_95_EN,barnacleboy,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
338,sound_effects,BB_GreatGravy,VO/EN/BB_96_EN,barnacleboy,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
636,sound_effects,DD_TotallyNeedHouse,VO/EN/Ding Dong_2_EN,dingdong,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
637,sound_effects,DD_LikeMostDefinitely,VO/EN/Ding Dong_8_EN,dingdong,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
284,sound_effects,GaryMeow_Normal,VO/EN/GA006_rev1,gary,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
402,sound_effects,Gene_Ouch,VO/EN/Gene_45_EN,gene,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
403,sound_effects,Gene_WatchWhereYoureTapping,VO/EN/Gene_46_EN,gene,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
404,sound_effects,Gene_Hey,VO/EN/Gene_48_EN,gene,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
401,sound_effects,Gene_ThatTickles,VO/EN/Gene_50_EN,gene,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
344,sound_effects,GS_MoveIn,VO/EN/Gene_6_EN,gene,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
405,sound_effects,Gene_WatchTheMustache,VO/EN/Gene_93_EN,gene,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
406,sound_effects,Gene_WatchTheHair,VO/EN/Gene_94_EN,gene,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
407,sound_effects,Gene_ImAFoodCritic,VO/EN/Gene_95_EN,gene,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
408,sound_effects,Gene_TwoThumbsDownTapping,VO/EN/Gene_97_EN,gene,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
409,sound_effects,Gene_TapRightOuttaHere,VO/EN/Gene_98_EN,gene,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
410,sound_effects,Gene_NotReviewingThisAnnoyance,VO/EN/Gene_99_EN,gene,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
411,sound_effects,Kevin_Hey,VO/EN/Kevin_47_EN,kevin,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
412,sound_effects,Kevin_Ouch,VO/EN/Kevin_48_EN,kevin,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
413,sound_effects,Kevin_WatchWhereYoureTapping,VO/EN/Kevin_49_EN,kevin,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
414,sound_effects,Kevin_Hey2,VO/EN/Kevin_51_EN,kevin,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
415,sound_effects,Kevin_Ouch2,VO/EN/Kevin_53_EN,kevin,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
416,sound_effects,Kevin_Ow,VO/EN/Kevin_54_EN,kevin,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
345,sound_effects,Kevin_MoveIn,VO/EN/Kevin_6_EN,kevin,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
417,sound_effects,Kevin_HowYouFeelTapLikeThis,VO/EN/Kevin_88_EN,kevin,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
418,sound_effects,Kevin_Security,VO/EN/Kevin_90_EN,kevin,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
