i:ID,i:DID,i:Sort Order,s:Name,i:Source Unit DID,i:Partner Unit DID,s:Target Type,i:Target DID,i:Duration,i:Reward Gold,i:Reward Special DID,i:Reward Special Amount,i:Reward XP,s:Paytable Reward Icon,i:Min Level,i:Repeatable,i:Hidden Until Unlocked,i:Quest Unlock DID,i:Quest Relock DID,i:Quest Re-Unlock DID,i:Active During Quest DID,i:Micro Event DID,i:Event Only,i:Source Unit Required Costume,i:Partner Required Costume,s:Source Unit Display State Walk,s:Partner Display State Walk,s:Source Unit Display State Idle,s:Partner Display State Idle,f:Wander Time,f:Idle Time,s:Movement Type,f:Movement Speed,s:Target Display State,i:Position Offset from Target X,i:Position Offset from Target Y,i:Partner Position Offset from Target X,i:Partner Position Offset from Target Y,i:Source Facing,i:Partner Facing,s:Reward Thought Icon,s:Start VO,s:Finish VO,s:Start Sound,s:Finish Sound
226,664,7200,!!TASK_ALL_MORE_BAKED_GOODS,3034,-1,building,1024,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
227,665,21600,!!TASK_ALL_SHAKE_PRESENTS,3034,-1,building,1031,21600,70,-1,-1,18,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
228,354,7200,!!TASK_ALL_ENJOY_TIME_OFF,3034,-1,building,1031,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
229,666,7200,!!TASK_ALL_SING_OLD_FOLKS,3034,-1,building,1026,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
230,667,14400,!!TASK_ALL_MISTLETOE_WAIT,3034,-1,building,1031,14400,65,-1,-1,14,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
231,668,7200,!!TASK_ALL_XMAS_DONUTS_POLICE,3034,-1,building,1004,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
232,669,7200,!!TASK_ALL_KNIT_FIN_MITTENS,3034,-1,building,1002,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
233,241,1800,!!TASK_ALL_WATCH_MM_EPISODE,3034,-1,building,1031,1800,20,-1,-1,8,n/a,9,1,1,-1,-1,-1,-1,5,1,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
234,242,7200,!!TASK_ALL_FANCY_FEAST_KK,3034,-1,building,1018,7200,50,-1,-1,11,n/a,9,1,1,-1,-1,-1,-1,6,1,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
235,298,5,!!TASK_ALL_LAUNCH_XMAS_WISH,3034,-1,building,20109,5,6,-1,-1,1,n/a,1,1,1,2826,2835,2842,-1,9,1,-1,-1,walk,n/a,gimme,n/a,-1,-1,activate,40,shoot,10,10,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
236,470,7200,!!TASK_ALL_VDAY_LOAD_BOXES,3034,-1,building,20624,7200,-1,57,50,11,n/a,36,1,1,3100,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
237,471,21600,!!TASK_ALL_VDAY_MOLD_RAIL,3034,-1,building,20624,21600,-1,57,70,18,n/a,36,1,1,3100,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
238,472,86400,!!TASK_ALL_VDAY_FORKLIFT_GIRDERS,3034,-1,building,20624,86400,-1,57,120,30,n/a,36,1,1,3100,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
239,31,300,!!TASK_JUDY_SNIFF_BUNS,3020,-1,building,1024,300,11,-1,-1,5,n/a,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
240,32,7200,!!TASK_JUDY_LADIES_NIGHT,3020,-1,building,1014,7200,50,-1,-1,11,n/a,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
241,34,14400,!!TASK_JUDY_FOOD_COMA,3020,-1,building,1023,14400,65,-1,-1,14,n/a,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
242,33,36000,!!TASK_JUDY_BASK_MUSEUM,3020,-1,building,1006,36000,85,-1,-1,26,n/a,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
243,356,7200,!!TASK_ALL_WATCH_HOLIDAY_TV,3020,-1,building,1023,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
244,355,7200,!!TASK_ALL_BROWSE_GOODIES,3020,-1,building,9046,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
245,670,14400,!!TASK_ALL_FESTIVE_FLORAL,3020,-1,building,1102,14400,65,-1,-1,14,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
246,671,7200,!!TASK_ALL_MORE_BAKED_GOODS,3020,-1,building,1024,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
247,672,21600,!!TASK_ALL_SHAKE_PRESENTS,3020,-1,building,1023,21600,70,-1,-1,18,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
248,357,7200,!!TASK_ALL_ENJOY_TIME_OFF,3020,-1,building,1023,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
249,673,7200,!!TASK_ALL_SING_OLD_FOLKS,3020,-1,building,1026,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
250,674,14400,!!TASK_ALL_MISTLETOE_WAIT,3020,-1,building,1023,14400,65,-1,-1,14,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
251,675,7200,!!TASK_ALL_XMAS_DONUTS_POLICE,3020,-1,building,1004,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
252,676,7200,!!TASK_ALL_KNIT_FIN_MITTENS,3020,-1,building,1002,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
253,243,1800,!!TASK_ALL_WATCH_MM_EPISODE,3020,-1,building,1023,1800,20,-1,-1,8,n/a,9,1,1,-1,-1,-1,-1,5,1,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
254,244,7200,!!TASK_ALL_FANCY_FEAST_KK,3020,-1,building,1018,7200,50,-1,-1,11,n/a,9,1,1,-1,-1,-1,-1,6,1,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
255,299,5,!!TASK_ALL_LAUNCH_XMAS_WISH,3020,-1,building,20109,5,6,-1,-1,1,n/a,1,1,1,2826,2835,2842,-1,9,1,-1,-1,walk,n/a,gimme,n/a,-1,-1,activate,40,shoot,10,10,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
256,473,7200,!!TASK_ALL_VDAY_LOAD_BOXES,3020,-1,building,20624,7200,-1,57,50,11,n/a,36,1,1,3100,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
257,474,14400,!!TASK_ALL_VDAY_BOLT_BROKEN_HEARTS,3020,-1,building,20624,14400,-1,57,65,14,n/a,36,1,1,3100,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
258,475,21600,!!TASK_ALL_VDAY_BEND_HOLDERS,3020,-1,building,20624,21600,-1,57,70,18,n/a,36,1,1,3100,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
259,35,300,!!TASK_POLICE_WORK_HARDLY,3003,-1,building,1004,300,11,-1,-1,5,n/a,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
260,37,14400,!!TASK_POLICE_HEALTH_CITATION,3003,-1,building,1018,14400,65,-1,-1,14,n/a,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
261,38,21600,!!TASK_POLICE_TRAIN_GUARDWORMS,3003,-1,building,1004,21600,70,-1,-1,18,n/a,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
262,40,86400,!!TASK_POLICE_PAPERWORK,3003,-1,building,1004,86400,120,-1,-1,30,n/a,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
263,359,7200,!!TASK_ALL_WATCH_HOLIDAY_TV,3003,-1,building,1004,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
264,358,7200,!!TASK_ALL_BROWSE_GOODIES,3003,-1,building,9046,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
265,677,14400,!!TASK_ALL_FESTIVE_FLORAL,3003,-1,building,1102,14400,65,-1,-1,14,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
266,678,7200,!!TASK_ALL_MORE_BAKED_GOODS,3003,-1,building,1024,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
267,679,21600,!!TASK_ALL_SHAKE_PRESENTS,3003,-1,building,1004,21600,70,-1,-1,18,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
268,360,7200,!!TASK_ALL_ENJOY_TIME_OFF,3003,-1,building,1004,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
269,680,7200,!!TASK_ALL_SING_OLD_FOLKS,3003,-1,building,1026,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
270,681,14400,!!TASK_ALL_MISTLETOE_WAIT,3003,-1,building,1004,14400,65,-1,-1,14,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
271,682,7200,!!TASK_ALL_XMAS_DONUTS_POLICE,3003,-1,building,1004,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
272,683,7200,!!TASK_ALL_KNIT_FIN_MITTENS,3003,-1,building,1002,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
273,245,1800,!!TASK_ALL_WATCH_MM_EPISODE,3003,-1,building,1004,1800,20,-1,-1,8,n/a,9,1,1,-1,-1,-1,-1,5,1,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
274,246,7200,!!TASK_ALL_FANCY_FEAST_KK,3003,-1,building,1018,7200,50,-1,-1,11,n/a,9,1,1,-1,-1,-1,-1,6,1,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
275,300,5,!!TASK_ALL_LAUNCH_XMAS_WISH,3003,-1,building,20109,5,6,-1,-1,1,n/a,1,1,1,2826,2835,2842,-1,9,1,-1,-1,walk,n/a,gimme,n/a,-1,-1,activate,40,shoot,10,10,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
276,476,7200,!!TASK_ALL_VDAY_MAKE_IBEAMS,3003,-1,building,20624,7200,-1,57,50,11,n/a,36,1,1,3100,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
277,477,14400,!!TASK_ALL_VDAY_WELD_STRAPS,3003,-1,building,20624,14400,-1,57,65,14,n/a,36,1,1,3100,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
278,478,86400,!!TASK_ALL_VDAY_FORKLIFT_GIRDERS,3003,-1,building,20624,86400,-1,57,120,30,n/a,36,1,1,3100,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
279,41,300,!!TASK_SQUIDWARD_CLARINET,3016,-1,n/a,-1,300,11,-1,-1,5,n/a,1,1,1,-1,-1,-1,-1,-1,0,8,-1,walk_clarinet,n/a,idle_clarinet,n/a,8,2,wander,20,default,0,0,0,0,0,0,RentIcon.png,Squidward_HasTalent,SB_Sweet,SeedshopSelect,SeedshopSelect
280,881,1800,!!TASK_SQUIDWARD_COMPLAIN_TOY_NOISE,3016,-1,building,9043,1800,20,-1,-1,8,n/a,1,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
281,561,3600,!!TASK_SQUIDWARD_SMUG_POINTERS,3016,-1,building,20800,3600,40,-1,-1,10,n/a,1,1,1,-1,-1,-1,-1,-1,0,8,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,MK_Woohoo,SB_Sweet,SeedshopSelect,SeedshopSelect
282,879,3600,!!TASK_SQUIDWARD_WRING_TENTACLES,3016,-1,building,23000,3600,40,-1,-1,10,n/a,1,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
283,600,7200,!!TASK_SQUIDWARD_FROLIC_CLARINETS,3016,-1,building,21001,7200,50,-1,-1,11,n/a,1,1,1,-1,-1,-1,-1,-1,0,8,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
284,42,14400,!!TASK_SQUIDWARD_HIDE_FROM_SB,3016,-1,building,1016,14400,65,-1,-1,14,n/a,1,1,1,-1,-1,-1,-1,-1,0,8,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,Squidward_Misery,SB_Sweet,SeedshopSelect,SeedshopSelect
285,602,14400,!!TASK_SQUIDWARD_CHASE_CLARINETLAND,3016,-1,building,21001,14400,65,-1,-1,14,n/a,1,1,1,-1,-1,-1,-1,-1,0,8,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
286,878,14400,!!TASK_SQUIDWARD_MAKE_AMMO_SNOWBALL,3016,-1,building,23000,14400,65,-1,-1,14,n/a,1,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
287,44,21600,!!TASK_SQUIDWARD_READ_SB_DIARY,3016,-1,building,1015,21600,70,-1,-1,18,n/a,1,1,1,-1,-1,-1,-1,-1,0,8,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,Squidward_IHaveNoSoul,SB_Sweet,SeedshopSelect,SeedshopSelect
288,880,21600,!!TASK_SQUIDWARD_SNEER_HOLIDAY_DECOR,3016,-1,building,9042,21600,70,-1,-1,18,n/a,1,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
289,601,36000,!!TASK_SQUIDWARD_SEARCH_LOCKER,3016,-1,building,21001,36000,85,-1,-1,26,n/a,1,1,1,-1,-1,-1,-1,-1,0,8,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
290,223,43200,!!TASK_SQUIDWARD_SELF_PORTRAIT,3016,-1,building,1016,43200,90,-1,-1,28,n/a,1,1,1,-1,-1,-1,-1,-1,0,8,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
291,46,86400,!!TASK_SQUIDWARD_24HOUR_KK_SHIFT,3016,-1,building,1018,86400,120,-1,-1,30,n/a,1,1,1,-1,-1,-1,-1,-1,0,8,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,Squidward_IJustServeFood,SB_Sweet,SeedshopSelect,SeedshopSelect
292,224,7200,!!TASK_SQUIDWARD_FANCY_DINNER,3016,-1,building,1016,7200,50,-1,-1,11,n/a,1,1,1,-1,-1,-1,-1,-1,0,9,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
293,225,14400,!!TASK_SQUIDWARD_SWAGGER,3016,-1,n/a,-1,14400,65,-1,-1,14,n/a,1,1,1,-1,-1,-1,-1,-1,0,9,-1,walk_fancy,n/a,idle,n/a,8,-1,wander,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
294,227,28800,!!TASK_SQUIDWARD_MOURN_HOPES,3016,-1,building,1016,28800,80,-1,-1,22,n/a,1,1,1,-1,-1,-1,-1,-1,0,9,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
295,301,5,!!TASK_ALL_LAUNCH_XMAS_WISH,3016,-1,building,20109,5,6,-1,-1,1,n/a,1,1,1,2826,2835,2842,-1,-1,0,13,-1,walk,n/a,gimme,n/a,-1,-1,activate,40,shoot,10,10,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
296,361,7200,!!TASK_ALL_BROWSE_GOODIES,3016,-1,building,9046,7200,50,-1,-1,11,n/a,1,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
297,362,7200,!!TASK_ALL_WATCH_HOLIDAY_TV,3016,-1,building,1016,7200,50,-1,-1,11,n/a,1,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
298,334,14400,!!TASK_SQUID_SPREAD_SPIRIT,3016,-1,n/a,-1,14400,65,-1,-1,14,n/a,1,1,1,2840,-1,-1,-1,-1,0,13,-1,walk_xmas,n/a,idle,n/a,-1,-1,wander,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
299,363,7200,!!TASK_ALL_ENJOY_TIME_OFF,3016,-1,building,1016,7200,50,-1,-1,11,n/a,1,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
300,630,7200,!!TASK_SQUIDWARD_MOVE_IN,3016,-1,building,23000,7200,50,-1,-1,11,n/a,36,0,1,-1,-1,-1,3834,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
301,631,7200,!!TASK_SQUIDWARD_SNOWBALL_SB,3016,-1,building,1015,7200,50,-1,-1,11,n/a,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,snowball,n/a,-1,10,stand,40,default,-40,60,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
302,632,7200,!!TASK_SQUIDWARD_SNOWBALL_PLANKTON,3016,-1,building,1058,7200,50,-1,-1,11,n/a,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,snowball,n/a,-1,10,stand,40,default,-40,60,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
303,684,14400,!!TASK_ALL_FESTIVE_FLORAL,3016,-1,building,1102,14400,65,-1,-1,14,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
304,685,7200,!!TASK_ALL_MORE_BAKED_GOODS,3016,-1,building,1024,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
305,686,21600,!!TASK_ALL_SHAKE_PRESENTS,3016,-1,building,1016,21600,70,-1,-1,18,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
