i:ID,i:DID,s:Type,s:Character Icon,s:Icon,s:Portrait,s:Note,s:Text,s:Title,s:Heading,s:Body,s:Effect,i:Reward XP,i:Reward Gold,s:Voiceover,i:Special Rewards,s:Special Reward Type 1,s:Special Reward Type 2,i:Special Reward DID 1,i:Special Reward DID 2,i:Special Reward Amount 1,i:Special Reward Amount 2
687,2092,character,spongebob_happy.png,n/a,n/a,Holiday treats can't be beat!||If I keep feeding everyone Holiday Treats I can learn all their Holiday recipes!,!!QUEST_ID2092_TEXT1,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
688,2092,quest_start,n/a,BananaTree.png,n/a,n/a,n/a,PLACEHOLDER,n/a,n/a,character_MultiQuestStartChristmas,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
689,2093,quest_complete,n/a,BananaTree.png,n/a,n/a,n/a,PLACEHOLDER,n/a,n/a,character_MultiQuestCompleteChristmas,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
690,2092111,quest_start,n/a,sb_item_cranberry_bush.png,n/a,n/a,n/a,!!QUEST_GROW_CRANBERRY_BUSH,n/a,n/a,character_SimpleQuestStartChristmas,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
691,2093111,quest_complete,n/a,sb_item_cranberry_bush.png,n/a,n/a,n/a,!!QUEST_GROW_CRANBERRY_BUSH,n/a,n/a,character_SimpleQuestCompleteChristmas,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
692,2094,character,Portrait_Bill_Mad.png,n/a,n/a,SpongeBob stop saying you don't know how to make fruitcake!||I SAW YOU giving some to an elf and those little jerks won't share! Give us some too!,!!QUEST_ID2094_TEXT1,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
693,2094,character,Portrait_Spongebob_Mad.png,n/a,n/a,I'M NOT MAKING ANY FRUITCAKE!||I have to get to the bottom of this!||Fran have you had any fruitcake?,!!QUEST_ID2094_TEXT2,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
694,2094,character,Fran_Dialog_Origin.png,n/a,n/a,Of course I have you gave me some yourself.,!!QUEST_ID2094_TEXT3,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
695,2094,character,Portrait_Bill_Mad.png,n/a,n/a,Ha see you yellow-bellied two-faced liar!,!!QUEST_ID2094_TEXT4,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
696,2094,character,Portrait_Spongebob_Mad.png,n/a,n/a,I didn't!||It must have been somebody else!,!!QUEST_ID2094_TEXT5,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
697,2094,character,Fran_Dialog_Origin.png,n/a,n/a,Of course it was you all big and square and...shiny!||Do you have any more?,!!QUEST_ID2094_TEXT6,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
698,2094,character,spongebob_quizzical.png,n/a,n/a,I was shiny?!||That doesn't sound like me...,!!QUEST_ID2094_TEXT7,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
699,2094,character,Fran_Dialog_Origin.png,n/a,n/a,Hey shouldn't you be decking the halls some more?||It's beginning to look a lot like...NOT Christmas!||Elves will get homesick fast without more decorations!,!!QUEST_ID2094_TEXT8,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
700,2094,character,Portrait_Spongebob_Mad.png,n/a,n/a,But what about my impostor?,!!QUEST_ID2094_TEXT9,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
701,2094,character,Fran_Dialog_Origin.png,n/a,n/a,You don't want me to send a note home to Santa Claus do you?,!!QUEST_ID2094_TEXT10,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
702,2094,character,Portrait_SpongeBob.png,n/a,n/a,No ma'am...,!!QUEST_ID2094_TEXT11,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
703,2094,quest_start,n/a,BananaTree.png,n/a,n/a,n/a,PLACEHOLDER,n/a,n/a,character_MultiQuestStartChristmas,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
704,2095,quest_complete,n/a,BananaTree.png,n/a,n/a,n/a,PLACEHOLDER,n/a,n/a,character_MultiQuestCompleteChristmas,-1,-1,SB_LookingFestive,-1,n/a,n/a,-1,-1,-1,-1
705,2096,character,spongebob_quizzical.png,n/a,n/a,That's better!||At least I think so...who can tell when the elves are so jerky?||And all the Bottomites are mad at me too.,!!QUEST_ID2096_TEXT1,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
706,2096,character,Portrait_SpongeBob.png,n/a,n/a,I'll have to keep cheering up the elves to keep the factory going but I really need to find this impostor...,!!QUEST_ID2096_TEXT2,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
707,2096,character,spongebob_quizzical.png,n/a,n/a,Wait a minute...there I am over there giving fruitcake to an elf!||And I'm...I mean he's...shiny!||I'm not shiny...that can't be me!,!!QUEST_ID2096_TEXT3,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
708,2096,character,spongebob_happy.png,n/a,n/a,Hey you over there excuse me...,!!QUEST_ID2096_TEXT4,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
709,2096,quest_start,n/a,MechaSpongeBob_Origin_NotElectric.png,n/a,n/a,n/a,!!QUEST_TAP_MECH_SPONGEBOB,n/a,n/a,character_SimpleQuestStartChristmas,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
710,2097,quest_complete,n/a,MechaSpongeBob_Origin_NotElectric.png,n/a,n/a,n/a,!!QUEST_TAP_MECH_SPONGEBOB,n/a,n/a,character_SimpleQuestStartChristmas,-1,-1,SB_SnowballFight,-1,n/a,n/a,-1,-1,-1,-1
711,2098,character,Portrait_Spongebob_Mad.png,n/a,n/a,Come back here you... you... you big Phony SquarePants!,!!QUEST_ID2098_TEXT1,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
712,2098,character,spongebob_quizzical.png,n/a,n/a,Hmmm...he dropped a piece of paper...||It's a list of things TO DO...||With just one thing on it: Give Fruitcake to Elves.,!!QUEST_ID2098_TEXT2,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
713,2098,character,spongebob_quizzical.png,n/a,n/a,My friends are right that IS unfair only giving fruitcake to the elves...||Why would I do that?,!!QUEST_ID2098_TEXT3,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
714,2098,character,Portrait_Spongebob_Mad.png,n/a,n/a,Wait a minute...||I'm NOT doing that...it's not me!||Who is that guy?!?,!!QUEST_ID2098_TEXT4,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
715,2098,character,Stan_Dialog_Origin.png,n/a,n/a,Hey SpongeBob!||If you could take a break from your little existential crisis we have important things to do!,!!QUEST_ID2098_TEXT5,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
716,2098,character,Portrait_Spongebob_Mad.png,n/a,n/a,What do you need now?||I've given you guys everything you could possibly want!,!!QUEST_ID2098_TEXT6,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
717,2098,character,Stan_Dialog_Origin.png,n/a,n/a,Oh really?||Well son the factory is almost full of finished toys...how are we going to get them up to the North Pole?,!!QUEST_ID2098_TEXT7,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
718,2098,character,spongebob_quizzical.png,n/a,n/a,Ummm...put stamps on everything and mail it all?,!!QUEST_ID2098_TEXT8,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
719,2098,character,Stan_Dialog_Origin.png,n/a,n/a,You're a genius SpongeBob!||And we should just do that every Christmas Day too!||I'll tell Santa to sell the sleigh and I know a few reindeer who will be glad to pack it in!,!!QUEST_ID2098_TEXT9,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
720,2098,character,spongebob_quizzical.png,n/a,n/a,...,!!QUEST_ID2098_TEXT10,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
721,2098,character,Stan_Dialog_Origin.png,n/a,n/a,Are we done making jokes now?||The North Pole will send a transport to pick up the inventory soon but it will need a place to dock.,!!QUEST_ID2098_TEXT11,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
722,2098,character,Portrait_SpongeBob.png,n/a,n/a,An elf-helper's work is never done...,!!QUEST_ID2098_TEXT12,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
723,2098,quest_start,n/a,ToyFactory_portrait.png,n/a,n/a,n/a,PLACEHOLDER,n/a,n/a,character_MultiQuestStartChristmas,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
724,2099,quest_complete,n/a,ToyFactory_Portrait.png,n/a,n/a,n/a,PLACEHOLDER,n/a,n/a,character_MultiQuestCompleteChristmas,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
725,2100,character,spongebob_happy.png,n/a,n/a,Finished!||Isn't it the best underwater loading dock you ever saw?||When does Santa get here?,!!QUEST_ID2100_TEXT1,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
726,2100,character,Stan_Dialog_Origin.png,n/a,n/a,Ha if Santa did the grunt work himself he wouldn't need us!,!!QUEST_ID2100_TEXT2,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
727,2100,character,Portrait_SpongeBob.png,n/a,n/a,Boy I don't think Stan likes me very much.||It's that impostor running around and making me look like a jerk!,!!QUEST_ID2100_TEXT3,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
728,2100,character,Portrait_Spongebob_Mad.png,n/a,n/a,Wait there he is again!||Now just wait one minute you big shiny phony!,!!QUEST_ID2100_TEXT4,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
729,2100,quest_start,n/a,MechaSpongeBob_Origin_NotElectric.png,n/a,n/a,n/a,!!QUEST_TAP_MECH_SPONGEBOB,n/a,n/a,character_SimpleQuestStartChristmas,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
730,2101,quest_complete,n/a,MechaSpongeBob_Origin_NotElectric.png,n/a,n/a,n/a,!!QUEST_TAP_MECH_SPONGEBOB,n/a,n/a,character_SimpleQuestCompleteChristmas,-1,-1,SB_SnowballFight,-1,n/a,n/a,-1,-1,-1,-1
731,2102,character,spongebob_quizzical.png,n/a,n/a,He ran away again...no wonder everyone thinks he's a jerk... thinks I'M a jerk!||He dropped something else this time...||It's...fruitcake?!,!!QUEST_ID2102_TEXT1,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
732,2102,character,spongebob_jerktonium.png,n/a,n/a,Inside the fruitcake is the jerkiness that comes out when I cheer up the elves!||That dastardly doppelganger is poisoning the elves with this...this...Jerktonium stuff!,!!QUEST_ID2102_TEXT2,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
733,2102,character,spongebob_happy.png,n/a,n/a,Stan! Fran!||I have something important to show you!,!!QUEST_ID2102_TEXT3,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
734,2102,character,Stan_Dialog_Origin.png,n/a,n/a,Seriously SpongeBob... haven't you done enough being a jerk to everyone?||First it's 'Have some delicious fruitcake...' and then it's 'What fruitcake?' and 'Let's replace Santa with the Post Office!',!!QUEST_ID2102_TEXT4,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
735,2102,character,Fran_Dialog_Origin.png,n/a,n/a,What?||What about the Post Office??,!!QUEST_ID2102_TEXT5,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
736,2102,character,Portrait_Spongebob_Mad.png,n/a,n/a,Nevermind that!||Some jerk is pretending to be me and giving you fruitcake but it's poisoned with this Jerktonium stuff that turns you guys into jerks!,!!QUEST_ID2102_TEXT6,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
737,2102,character,Fran_Dialog_Origin.png,n/a,n/a,Oh so WE'RE the jerks now is that it? I thought this was Bikini Bottom the friendliest place under the sea?||Jerk-tonium?? Come on Stan we don't have time for this nonsense.,!!QUEST_ID2102_TEXT7,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
738,2102,character,Stan_Dialog_Origin.png,n/a,n/a,For once I agree with you Fran...let's go.||And SpongeBob the next time you see your 'impostor' friend tell him we want more of that delicious fruitcake.,!!QUEST_ID2102_TEXT8,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
739,2102,character,spongebob_determined.png,n/a,n/a,They won't listen to me!||I need to catch that impostor and stop him myself!||But how...?,!!QUEST_ID2102_TEXT9,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
740,2102,character,spongebob_happy.png,n/a,n/a,I know!||A Life-Sized Hug-Me-Tight Elf Doll will do it for me!,!!QUEST_ID2102_TEXT10,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
741,2102,character,spongebob_happy.png,n/a,n/a,My shiny imposter looks for elves to give fruitcake to and when he finds THIS elf it'll grab on tight!||It won't hold him forever but maybe just long enough for me to get him...,!!QUEST_ID2102_TEXT11,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
742,2102,quest_start,n/a,MechaSpongebobTrap_Portrait.png,n/a,n/a,n/a,PLACEHOLDER,n/a,n/a,character_MultiQuestStartChristmas,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
743,2103,quest_complete,n/a,MechaSpongeBobPortrait.png,n/a,n/a,n/a,PLACEHOLDER,n/a,n/a,character_MultiQuestCompleteChristmas,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
744,2103,character,spongebob_happy.png,n/a,n/a,I got him! The shiny impostor!||Er I mean the Life-Sized Hug-Me-Tight Elf Doll got em!,!!QUEST_ID2102_TEXT12,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
745,2103,character,MechaSpongeBob_Dialog_Origin.png,n/a,n/a,bzzZZzzTt... Happy-BZZzzzZ! Holidays! BzzZZzzt Have some fruitcake...BzzZZzztt!,!!QUEST_ID2102_TEXT13,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
746,2103,character,spongebob_happy.png,n/a,n/a,Hey!||My impostor is a rampaging renegade robot!,!!QUEST_ID2102_TEXT14,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
747,2103,character,Potty_Excited_Origin.png,n/a,n/a,SQUAWK!||Rampaging renagade robots!!!,!!QUEST_ID2102_TEXT15,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
748,2103,character,Patchy_Excited_Origin.png,n/a,n/a,HOLD ON ye impatient parrot! The story's not over!||The electronics of the Elf Doll short-circuited the SpongeBob Robot and knocked the Jerktonium fruitcake right out of him!,!!QUEST_ID2102_TEXT16,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
749,2103,character,Fran_Dialog_Origin.png,n/a,n/a,Hey there he is...can we have some more fruitcake?||Wait there ARE two of you... exactly alike!,!!QUEST_ID2102_TEXT17,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
750,2103,character,Portrait_Spongebob_Mad.png,n/a,n/a,Whaaa...?||He's a robot!||I'm yellow and he's... he's... he's all metal-y...||We look nothing alike!,!!QUEST_ID2102_TEXT18,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
751,2103,character,Stan_Dialog_Origin.png,n/a,n/a,Cool your jets SpongeBob and show some sensitivity...||Don't you know elves are colorblind?,!!QUEST_ID2102_TEXT19,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
752,2103,character,spongebob_quizzical.png,n/a,n/a,Um...no?,!!QUEST_ID2102_TEXT20,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
753,2103,character,Stan_Dialog_Origin.png,n/a,n/a,How else did you explain why Christmas colors are red and green?||Now let's take this naughty robot to the factory and dismantle it before--,!!QUEST_ID2102_TEXT21,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
754,2103,character,spongebob_quizzical.png,n/a,n/a,Wait the Hug-Me-Tight Elf Doll squeezed all the Jerktonium right out of him!||He's not naughty anymore!||Can't we forgive him?     ,!!QUEST_ID2102_TEXT22,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
755,2103,character,Fran_Dialog_Origin.png,n/a,n/a,Of course we can! But can you forgive us SpongeBob?||For not believing you when you were doing so much to make us happy and not homesick?,!!QUEST_ID2102_TEXT23,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
756,2103,character,spongebob_happy.png,n/a,n/a,Shucks Fran I don't even know HOW to hold a grudge!,!!QUEST_ID2102_TEXT24,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
757,2103,character,Stan_Dialog_Origin.png,n/a,n/a,Great... terrific... everybody forgives everybody... Happy Holidays and all that...||Now everybody back to work!||There's still plenty of toys to be made to save Christmas!,!!QUEST_ID2102_TEXT25,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
758,2103,quest_line_complete,n/a,n/a,spongebob_happy.png,n/a,n/a,n/a,!!QUESTLINE_COMPLETE_HEADING,!!QUESTLINE_COMPLETE_BODY,character_MultiQuestCompleteChristmas,25,-1,n/a,-1,resources,buildings,52,20085,15,1
759,2104,character,Santa_Origin.png,n/a,n/a,Ho ho ho SpongeBob!||What a pleasant surprise... I really rolled the dice on this one but you did it you actually helped save Christmas!,!!QUEST_ID2102_TEXT26,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
760,2104,character,spongebob_happy.png,n/a,n/a,Glad I could help Santa!||You know you can always count on me...||...to make all your holidays... happ-eee!,!!QUEST_ID2102_TEXT27,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
761,2104,character,Santa_Neutral_Origin.png,n/a,n/a,Yes well okay SpongeBob...||We finished expanding our factories up north so it's time to go home.||Let's round everyone up and go.,!!QUEST_ID2102_TEXT28,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
762,2104,character,Patchy_Excited_Origin.png,n/a,n/a,And there ye have it the time SpongeBob saved Christmas!||Stan the Elf Foreman even decided to stay on and retire in Bikini Bottom.,!!QUEST_ID2102_TEXT29,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
763,2104,character,Potty_Excited_Origin.png,n/a,n/a,SQUAWK!||Because SpongeBob decorated everything to look like the North Pole?,!!QUEST_ID2102_TEXT30,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
764,2104,character,Patchy_Excited_Origin.png,n/a,n/a,Aye well mostly because he didn't want to pack up all his stuff again.||But there ye have it all wrapped up nicely I'd say.,!!QUEST_ID2102_TEXT31,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
765,2104,character,Potty_Excited_Origin.png,n/a,n/a,SQUAWK! Wrong! Wrong!||Who built the impostor?||Who baked the fruitcake?||SQUAWK! Story holes! Story holes!,!!QUEST_ID2102_TEXT32,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
766,2104,character,Patchy_Excited_Origin.png,n/a,n/a,Aw what does it matter Potty!||SpongeBob saved Christmas and that's what counts!,!!QUEST_ID2102_TEXT33,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
767,2104,character,Patchy_Excited_Origin.png,n/a,n/a,Besides only a real small-minded feller who smells like a bucket o' chum would try to sabotage one of Santa's toy factories and cause such a ruckus at Christmas time!,!!QUEST_ID2102_TEXT34,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
768,2104,character,Patchy_Excited_Origin.png,n/a,n/a,And who cares about a little guy like that?,!!QUEST_ID2102_TEXT35,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
769,2104,character,Potty_Excited_Origin.png,n/a,n/a,We do! We do!||Give us a hint! Give us a hint!,!!QUEST_ID2102_TEXT36,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
770,2104,character,Patchy_Neutral_Origin.png,n/a,n/a,I just did you barmy bird-brain!||Now give it a rest story's over!||Time for everything to get back to normal!,!!QUEST_ID2102_TEXT37,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
771,2105,character,Patchy_Neutral_Origin.png,n/a,n/a,Hey kids! Looks like you ran out of time this Holiday...||Come back next year to hear the story of how SpongeBob saved Christmas and why there's an Elf named Stan living in Bikini Bottom now...,!!QUEST_ID2102_TEXT38,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
772,2200,character,spongebob_quizzical.png,n/a,n/a,Hey has anyone noticed there's a gigantic Goo Lagoon north of Bikini Bottom now?,!!QUEST_ID2200_TEXT1,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
773,2200,character,realtorportrait_happy.png,n/a,n/a,It's always been there. You're just noticing it now?,!!QUEST_ID2200_TEXT2,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
774,2200,character,spongebob_determined.png,n/a,n/a,No!||I was just wondering if YOU knew it was there.,!!QUEST_ID2200_TEXT3,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
775,2200,character,spongebob_quizzical.png,n/a,n/a,So...do you know if there's a beach boardwalk there?||With a big Glove World Theme Park and a Valentine's Day Carnival?,!!QUEST_ID2200_TEXT4,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
776,2200,character,realtorportrait_happy.png,n/a,n/a,Uh…no there's none of that other stuff there.,!!QUEST_ID2200_TEXT5,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
777,2200,character,spongebob_determined.png,n/a,n/a,You mean there's none of that other stuff there... YET!,!!QUEST_ID2200_TEXT6,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
778,2200,character,spongebob_determined.png,n/a,n/a,We can build it together!||Using Valentine's Day Power!||The Power of Love!,!!QUEST_ID2200_TEXT7,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
779,2200,quest_line_start,n/a,n/a,spongebob_happy.png,n/a,n/a,n/a,!!EPISODE_TITLE_ALL_YOU_NEED,!!EPISODE_BODY_ALL_YOU_NEED,character_MultiQuestStartChristmas,25,-1,n/a,-1,resources,buildings,53,20204,15,1
780,2200,character,realtorportrait_happy.png,n/a,n/a,Hold your seahorses SpongeBob.||Before any theme parks or carnivals get built first you need a place to put it all.,!!QUEST_ID2200_TEXT8,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
781,2200,quest_start,n/a,GooLagoonPortrait.png,n/a,n/a,n/a,!!QUEST_BUY_GOO_PROPERTY_1,n/a,n/a,character_SimpleQuestStartChristmas,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
782,2201,quest_complete,n/a,GooLagoonPortrait.png,n/a,n/a,n/a,!!QUEST_BUY_GOO_PROPERTY_1,n/a,n/a,character_SimpleQuestCompleteChristmas,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
783,2203,character,spongebob_happy.png,n/a,n/a,This is the perfect spot for a Glove World Ticket Booth...||...like the one I have in my suitcase and finally get to use!,!!QUEST_ID2203_TEXT1,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
784,2203,character,spongebob_happy.png,n/a,n/a,It's time to start building Glove World together!,!!QUEST_ID2203_TEXT2,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
785,2203,character,spongebob_happy.png,n/a,n/a,It's going to take a lot of Heart and that means winning the Hearts of my neighbors with Valentine's Day Gifts!,!!QUEST_ID2203_TEXT3,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
786,2203,character,mrkrabsportrait_stern.png,n/a,n/a,Do you really think it's that easy SpongeBob?,!!QUEST_ID2203_TEXT4,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
787,2203,character,spongebob_determined.png,n/a,n/a,You'll see Mr. Krabs.||I'll start with a Valentine's Day favorite...making Chocolates in the Treat Shop!,!!QUEST_ID2203_TEXT5,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
788,2203,quest_start,n/a,valentines_Chocolates.png,n/a,n/a,n/a,!!character_BODY_ID2203_TEXT1,n/a,n/a,character_MultiQuestStartChristmas,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
789,2204,quest_complete,n/a,valentines_Chocolates.png,n/a,n/a,n/a,!!character_BODY_ID2203_TEXT1,n/a,n/a,character_MultiQuestCompleteChristmas,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
790,2204,character,spongebob_happy.png,n/a,n/a,See you can win the Hearts of everyone when you give them the Valentine's Treats they wish for!,!!QUEST_ID2203_TEXT6,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
791,2204,character,spongebob_happy.png,n/a,n/a,The more Hearts we all earn the bigger Glove World can be!,!!QUEST_ID2203_TEXT7,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
792,2204,quest_line_complete,n/a,n/a,spongebob_happy.png,n/a,n/a,n/a,!!QUESTLINE_COMPLETE_HEADING,!!QUESTLINE_COMPLETE_BODY,character_MultiQuestCompleteChristmas,25,-1,n/a,-1,resources,buildings,53,20204,15,1
