i:ID,i:Slot DID,i:Debris DID,s:Label,i:Position X,i:Position Y
365,24,4007,96f439b2-3dcd-2401-4007-4ec4bed146d2,492,861
366,24,4004,96f439b2-3dcd-2401-4004-4ec4bed146d2,559,868
367,24,4004,96f439b2-3dcd-2402-4004-4ec4bed146d2,569,932
368,24,4004,96f439b2-3dcd-2403-4004-4ec4bed146d2,493,905
369,24,4009,96f439b2-3dcd-2401-4009-4ec4bed146d2,492,866
370,24,4009,96f439b2-3dcd-2402-4009-4ec4bed146d2,509,876
371,24,4009,96f439b2-3dcd-2403-4009-4ec4bed146d2,496,916
372,24,4044,96f439b2-3dcd-2401-4044-4ec4bed146d2,509,940
373,24,4044,96f439b2-3dcd-2402-4044-4ec4bed146d2,558,926
374,24,4044,96f439b2-3dcd-2403-4044-4ec4bed146d2,494,927
375,24,4011,96f439b2-3dcd-2401-4011-4ec4bed146d2,524,851
376,24,4011,96f439b2-3dcd-2402-4011-4ec4bed146d2,492,867
377,24,4011,96f439b2-3dcd-2403-4011-4ec4bed146d2,533,868
378,24,4013,96f439b2-3dcd-2401-4013-4ec4bed146d2,496,874
379,24,4013,96f439b2-3dcd-2402-4013-4ec4bed146d2,546,852
380,24,4013,96f439b2-3dcd-2403-4013-4ec4bed146d2,518,902
381,25,4002,96f439b2-3dcd-2501-4002-4ec4bed146d2,496,809
382,25,4005,96f439b2-3dcd-2501-4005-4ec4bed146d2,584,781
383,25,4007,96f439b2-3dcd-2501-4007-4ec4bed146d2,491,736
384,25,4004,96f439b2-3dcd-2501-4004-4ec4bed146d2,491,774
385,25,4004,96f439b2-3dcd-2502-4004-4ec4bed146d2,497,743
386,25,4004,96f439b2-3dcd-2503-4004-4ec4bed146d2,507,735
387,25,4009,96f439b2-3dcd-2501-4009-4ec4bed146d2,573,804
388,25,4009,96f439b2-3dcd-2502-4009-4ec4bed146d2,576,731
389,25,4009,96f439b2-3dcd-2503-4009-4ec4bed146d2,511,746
390,25,4044,96f439b2-3dcd-2501-4044-4ec4bed146d2,524,768
391,25,4044,96f439b2-3dcd-2502-4044-4ec4bed146d2,526,816
392,25,4044,96f439b2-3dcd-2503-4044-4ec4bed146d2,493,817
393,25,4011,96f439b2-3dcd-2501-4011-4ec4bed146d2,490,784
394,25,4011,96f439b2-3dcd-2502-4011-4ec4bed146d2,548,788
395,25,4011,96f439b2-3dcd-2503-4011-4ec4bed146d2,519,777
396,25,4013,96f439b2-3dcd-2501-4013-4ec4bed146d2,515,770
397,25,4013,96f439b2-3dcd-2502-4013-4ec4bed146d2,520,735
398,25,4013,96f439b2-3dcd-2503-4013-4ec4bed146d2,493,749
399,26,4002,96f439b2-3dcd-2601-4002-4ec4bed146d2,494,630
400,26,4005,96f439b2-3dcd-2601-4005-4ec4bed146d2,511,638
401,26,4007,96f439b2-3dcd-2601-4007-4ec4bed146d2,497,637
402,26,4004,96f439b2-3dcd-2601-4004-4ec4bed146d2,572,619
403,26,4004,96f439b2-3dcd-2602-4004-4ec4bed146d2,496,610
404,26,4004,96f439b2-3dcd-2603-4004-4ec4bed146d2,493,692
405,26,4009,96f439b2-3dcd-2601-4009-4ec4bed146d2,507,612
406,26,4009,96f439b2-3dcd-2602-4009-4ec4bed146d2,497,680
407,26,4009,96f439b2-3dcd-2603-4009-4ec4bed146d2,573,692
408,26,4044,96f439b2-3dcd-2601-4044-4ec4bed146d2,574,686
409,26,4044,96f439b2-3dcd-2602-4044-4ec4bed146d2,550,641
410,26,4044,96f439b2-3dcd-2603-4044-4ec4bed146d2,544,699
411,26,4011,96f439b2-3dcd-2601-4011-4ec4bed146d2,515,615
412,26,4011,96f439b2-3dcd-2602-4011-4ec4bed146d2,556,656
413,26,4011,96f439b2-3dcd-2603-4011-4ec4bed146d2,533,630
414,26,4013,96f439b2-3dcd-2601-4013-4ec4bed146d2,511,643
415,26,4013,96f439b2-3dcd-2602-4013-4ec4bed146d2,491,644
416,26,4013,96f439b2-3dcd-2603-4013-4ec4bed146d2,496,672
417,27,4002,96f439b2-3dcd-2701-4002-4ec4bed146d2,491,493
418,27,4005,96f439b2-3dcd-2701-4005-4ec4bed146d2,580,560
419,27,4007,96f439b2-3dcd-2701-4007-4ec4bed146d2,495,556
420,27,4004,96f439b2-3dcd-2701-4004-4ec4bed146d2,508,574
421,27,4004,96f439b2-3dcd-2702-4004-4ec4bed146d2,551,522
422,27,4004,96f439b2-3dcd-2703-4004-4ec4bed146d2,490,500
423,27,4009,96f439b2-3dcd-2701-4009-4ec4bed146d2,521,497
424,27,4009,96f439b2-3dcd-2702-4009-4ec4bed146d2,569,511
425,27,4009,96f439b2-3dcd-2703-4009-4ec4bed146d2,561,494
426,27,4044,96f439b2-3dcd-2701-4044-4ec4bed146d2,573,579
427,27,4044,96f439b2-3dcd-2702-4044-4ec4bed146d2,504,573
428,27,4044,96f439b2-3dcd-2703-4044-4ec4bed146d2,566,508
429,27,4011,96f439b2-3dcd-2701-4011-4ec4bed146d2,530,520
430,27,4011,96f439b2-3dcd-2702-4011-4ec4bed146d2,492,508
431,27,4011,96f439b2-3dcd-2703-4011-4ec4bed146d2,494,492
432,27,4013,96f439b2-3dcd-2701-4013-4ec4bed146d2,520,497
433,27,4013,96f439b2-3dcd-2702-4013-4ec4bed146d2,498,525
434,27,4013,96f439b2-3dcd-2703-4013-4ec4bed146d2,508,527
435,28,4002,96f439b2-3dcd-2801-4002-4ec4bed146d2,580,460
436,28,4005,96f439b2-3dcd-2801-4005-4ec4bed146d2,493,404
437,28,4007,96f439b2-3dcd-2801-4007-4ec4bed146d2,562,442
438,28,4004,96f439b2-3dcd-2801-4004-4ec4bed146d2,493,438
439,28,4004,96f439b2-3dcd-2802-4004-4ec4bed146d2,572,419
440,28,4004,96f439b2-3dcd-2803-4004-4ec4bed146d2,544,380
441,28,4009,96f439b2-3dcd-2801-4009-4ec4bed146d2,487,374
442,28,4009,96f439b2-3dcd-2802-4009-4ec4bed146d2,497,445
443,28,4009,96f439b2-3dcd-2803-4009-4ec4bed146d2,554,383
444,28,4044,96f439b2-3dcd-2801-4044-4ec4bed146d2,562,400
445,28,4044,96f439b2-3dcd-2802-4044-4ec4bed146d2,572,376
446,28,4044,96f439b2-3dcd-2803-4044-4ec4bed146d2,493,449
447,28,4011,96f439b2-3dcd-2801-4011-4ec4bed146d2,524,382
448,28,4011,96f439b2-3dcd-2802-4011-4ec4bed146d2,505,408
449,28,4011,96f439b2-3dcd-2803-4011-4ec4bed146d2,490,406
450,28,4013,96f439b2-3dcd-2801-4013-4ec4bed146d2,551,371
451,28,4013,96f439b2-3dcd-2802-4013-4ec4bed146d2,501,383
452,28,4013,96f439b2-3dcd-2803-4013-4ec4bed146d2,491,375
453,29,4002,96f439b2-3dcd-2901-4002-4ec4bed146d2,580,330
454,29,4005,96f439b2-3dcd-2901-4005-4ec4bed146d2,500,256
455,29,4007,96f439b2-3dcd-2901-4007-4ec4bed146d2,579,251
456,29,4004,96f439b2-3dcd-2901-4004-4ec4bed146d2,558,281
457,29,4004,96f439b2-3dcd-2902-4004-4ec4bed146d2,504,252
458,29,4004,96f439b2-3dcd-2903-4004-4ec4bed146d2,569,335
459,29,4009,96f439b2-3dcd-2901-4009-4ec4bed146d2,567,248
460,29,4009,96f439b2-3dcd-2902-4009-4ec4bed146d2,522,337
461,29,4009,96f439b2-3dcd-2903-4009-4ec4bed146d2,490,329
462,29,4044,96f439b2-3dcd-2901-4044-4ec4bed146d2,514,269
463,29,4044,96f439b2-3dcd-2902-4044-4ec4bed146d2,580,295
464,29,4044,96f439b2-3dcd-2903-4044-4ec4bed146d2,490,321
465,29,4011,96f439b2-3dcd-2901-4011-4ec4bed146d2,497,267
466,29,4011,96f439b2-3dcd-2902-4011-4ec4bed146d2,512,259
467,29,4011,96f439b2-3dcd-2903-4011-4ec4bed146d2,529,276
468,29,4013,96f439b2-3dcd-2901-4013-4ec4bed146d2,490,287
469,29,4013,96f439b2-3dcd-2902-4013-4ec4bed146d2,540,270
470,29,4013,96f439b2-3dcd-2903-4013-4ec4bed146d2,535,267
471,30,4002,96f439b2-3dcd-3001-4002-4ec4bed146d2,706,330
472,30,4005,96f439b2-3dcd-3001-4005-4ec4bed146d2,691,249
473,30,4007,96f439b2-3dcd-3001-4007-4ec4bed146d2,697,253
474,30,4004,96f439b2-3dcd-3001-4004-4ec4bed146d2,610,323
475,30,4004,96f439b2-3dcd-3002-4004-4ec4bed146d2,693,275
476,30,4004,96f439b2-3dcd-3003-4004-4ec4bed146d2,610,262
477,30,4009,96f439b2-3dcd-3001-4009-4ec4bed146d2,614,333
478,30,4009,96f439b2-3dcd-3002-4009-4ec4bed146d2,611,260
479,30,4009,96f439b2-3dcd-3003-4009-4ec4bed146d2,694,332
480,30,4044,96f439b2-3dcd-3001-4044-4ec4bed146d2,644,291
481,30,4044,96f439b2-3dcd-3002-4044-4ec4bed146d2,614,257
482,30,4044,96f439b2-3dcd-3003-4044-4ec4bed146d2,677,304
483,30,4011,96f439b2-3dcd-3001-4011-4ec4bed146d2,619,250
484,30,4011,96f439b2-3dcd-3002-4011-4ec4bed146d2,617,268
485,30,4011,96f439b2-3dcd-3003-4011-4ec4bed146d2,655,261
486,30,4013,96f439b2-3dcd-3001-4013-4ec4bed146d2,665,255
487,30,4013,96f439b2-3dcd-3002-4013-4ec4bed146d2,652,265
488,30,4013,96f439b2-3dcd-3003-4013-4ec4bed146d2,625,283
489,31,4002,96f439b2-3dcd-3101-4002-4ec4bed146d2,823,341
490,31,4005,96f439b2-3dcd-3101-4005-4ec4bed146d2,810,258
491,31,4007,96f439b2-3dcd-3101-4007-4ec4bed146d2,730,250
492,31,4004,96f439b2-3dcd-3101-4004-4ec4bed146d2,740,309
493,31,4004,96f439b2-3dcd-3102-4004-4ec4bed146d2,744,262
494,31,4004,96f439b2-3dcd-3103-4004-4ec4bed146d2,758,334
495,31,4009,96f439b2-3dcd-3101-4009-4ec4bed146d2,740,331
496,31,4009,96f439b2-3dcd-3102-4009-4ec4bed146d2,748,239
497,31,4009,96f439b2-3dcd-3103-4009-4ec4bed146d2,810,252
498,31,4044,96f439b2-3dcd-3101-4044-4ec4bed146d2,817,286
499,31,4044,96f439b2-3dcd-3102-4044-4ec4bed146d2,741,327
500,31,4044,96f439b2-3dcd-3103-4044-4ec4bed146d2,808,322
501,31,4011,96f439b2-3dcd-3101-4011-4ec4bed146d2,731,250
502,31,4011,96f439b2-3dcd-3102-4011-4ec4bed146d2,782,251
503,31,4011,96f439b2-3dcd-3103-4011-4ec4bed146d2,719,261
504,31,4013,96f439b2-3dcd-3101-4013-4ec4bed146d2,772,268
505,31,4013,96f439b2-3dcd-3102-4013-4ec4bed146d2,768,256
506,31,4013,96f439b2-3dcd-3103-4013-4ec4bed146d2,744,281
507,32,4002,96f439b2-3dcd-3201-4002-4ec4bed146d2,857,255
508,32,4005,96f439b2-3dcd-3201-4005-4ec4bed146d2,851,319
509,32,4007,96f439b2-3dcd-3201-4007-4ec4bed146d2,880,284
510,32,4004,96f439b2-3dcd-3201-4004-4ec4bed146d2,888,328
511,32,4004,96f439b2-3dcd-3202-4004-4ec4bed146d2,875,254
512,32,4004,96f439b2-3dcd-3203-4004-4ec4bed146d2,851,329
513,32,4009,96f439b2-3dcd-3201-4009-4ec4bed146d2,870,281
514,32,4009,96f439b2-3dcd-3202-4009-4ec4bed146d2,922,280
515,32,4009,96f439b2-3dcd-3203-4009-4ec4bed146d2,862,334
516,32,4044,96f439b2-3dcd-3201-4044-4ec4bed146d2,939,252
517,32,4044,96f439b2-3dcd-3202-4044-4ec4bed146d2,861,290
518,32,4044,96f439b2-3dcd-3203-4044-4ec4bed146d2,933,330
519,32,4011,96f439b2-3dcd-3201-4011-4ec4bed146d2,889,292
520,32,4011,96f439b2-3dcd-3202-4011-4ec4bed146d2,910,250
521,32,4011,96f439b2-3dcd-3203-4011-4ec4bed146d2,858,260
522,32,4013,96f439b2-3dcd-3201-4013-4ec4bed146d2,884,255
523,32,4013,96f439b2-3dcd-3202-4013-4ec4bed146d2,897,279
524,32,4013,96f439b2-3dcd-3203-4013-4ec4bed146d2,850,269
525,33,4002,96f439b2-3dcd-3301-4002-4ec4bed146d2,1011,340
526,33,4005,96f439b2-3dcd-3301-4005-4ec4bed146d2,1029,294
527,33,4007,96f439b2-3dcd-3301-4007-4ec4bed146d2,973,306
528,33,4004,96f439b2-3dcd-3301-4004-4ec4bed146d2,970,252
529,33,4004,96f439b2-3dcd-3302-4004-4ec4bed146d2,1033,298
530,33,4004,96f439b2-3dcd-3303-4004-4ec4bed146d2,979,318
531,33,4009,96f439b2-3dcd-3301-4009-4ec4bed146d2,994,268
532,33,4009,96f439b2-3dcd-3302-4009-4ec4bed146d2,971,331
533,33,4009,96f439b2-3dcd-3303-4009-4ec4bed146d2,1035,273
534,33,4044,96f439b2-3dcd-3301-4044-4ec4bed146d2,1032,264
535,33,4044,96f439b2-3dcd-3302-4044-4ec4bed146d2,992,340
536,33,4044,96f439b2-3dcd-3303-4044-4ec4bed146d2,987,258
537,33,4011,96f439b2-3dcd-3301-4011-4ec4bed146d2,1058,252
538,33,4011,96f439b2-3dcd-3302-4011-4ec4bed146d2,1033,331
539,33,4011,96f439b2-3dcd-3303-4011-4ec4bed146d2,1036,242
540,33,4013,96f439b2-3dcd-3301-4013-4ec4bed146d2,1059,288
541,33,4013,96f439b2-3dcd-3302-4013-4ec4bed146d2,1041,317
542,33,4013,96f439b2-3dcd-3303-4013-4ec4bed146d2,983,291
543,34,4002,96f439b2-3dcd-3401-4002-4ec4bed146d2,1160,392
544,34,4002,96f439b2-3dcd-3402-4002-4ec4bed146d2,1117,416
545,34,4005,96f439b2-3dcd-3401-4005-4ec4bed146d2,1081,366
546,34,4005,96f439b2-3dcd-3402-4005-4ec4bed146d2,1089,437
547,34,4045,96f439b2-3dcd-3401-4045-4ec4bed146d2,1088,399
548,34,4008,96f439b2-3dcd-3401-4008-4ec4bed146d2,1126,418
549,34,4007,96f439b2-3dcd-3401-4007-4ec4bed146d2,1093,411
550,34,4004,96f439b2-3dcd-3401-4004-4ec4bed146d2,1082,374
551,34,4004,96f439b2-3dcd-3402-4004-4ec4bed146d2,1143,451
552,34,4004,96f439b2-3dcd-3403-4004-4ec4bed146d2,1085,454
553,34,4009,96f439b2-3dcd-3401-4009-4ec4bed146d2,1160,380
554,34,4009,96f439b2-3dcd-3402-4009-4ec4bed146d2,1097,377
555,34,4009,96f439b2-3dcd-3403-4009-4ec4bed146d2,1094,443
556,34,4044,96f439b2-3dcd-3401-4044-4ec4bed146d2,1170,451
557,34,4044,96f439b2-3dcd-3402-4044-4ec4bed146d2,1114,422
558,34,4044,96f439b2-3dcd-3403-4044-4ec4bed146d2,1131,378
559,34,4011,96f439b2-3dcd-3401-4011-4ec4bed146d2,1166,416
560,34,4011,96f439b2-3dcd-3402-4011-4ec4bed146d2,1107,429
561,34,4013,96f439b2-3dcd-3401-4013-4ec4bed146d2,1135,428
562,34,4013,96f439b2-3dcd-3402-4013-4ec4bed146d2,1131,398
563,35,4002,96f439b2-3dcd-3501-4002-4ec4bed146d2,1143,538
564,35,4002,96f439b2-3dcd-3502-4002-4ec4bed146d2,1105,538
565,35,4002,96f439b2-3dcd-3503-4002-4ec4bed146d2,1120,510
566,35,4005,96f439b2-3dcd-3501-4005-4ec4bed146d2,1117,553
567,35,4005,96f439b2-3dcd-3502-4005-4ec4bed146d2,1178,563
568,35,4005,96f439b2-3dcd-3503-4005-4ec4bed146d2,1141,520
569,35,4045,96f439b2-3dcd-3501-4045-4ec4bed146d2,1083,530
570,35,4045,96f439b2-3dcd-3502-4045-4ec4bed146d2,1135,580
571,35,4008,96f439b2-3dcd-3501-4008-4ec4bed146d2,1091,571
572,35,4008,96f439b2-3dcd-3502-4008-4ec4bed146d2,1112,484
573,35,4007,96f439b2-3dcd-3501-4007-4ec4bed146d2,1082,545
574,35,4007,96f439b2-3dcd-3502-4007-4ec4bed146d2,1129,491
575,35,4004,96f439b2-3dcd-3501-4004-4ec4bed146d2,1171,568
576,35,4004,96f439b2-3dcd-3502-4004-4ec4bed146d2,1171,523
577,35,4009,96f439b2-3dcd-3501-4009-4ec4bed146d2,1138,502
578,35,4009,96f439b2-3dcd-3502-4009-4ec4bed146d2,1098,555
579,35,4044,96f439b2-3dcd-3501-4044-4ec4bed146d2,1155,496
580,35,4044,96f439b2-3dcd-3502-4044-4ec4bed146d2,1133,561
581,35,4011,96f439b2-3dcd-3501-4011-4ec4bed146d2,1150,521
582,35,4013,96f439b2-3dcd-3501-4013-4ec4bed146d2,1088,503
583,36,4002,96f439b2-3dcd-3601-4002-4ec4bed146d2,1132,644
584,36,4002,96f439b2-3dcd-3602-4002-4ec4bed146d2,1179,683
585,36,4002,96f439b2-3dcd-3603-4002-4ec4bed146d2,1166,685
586,36,4005,96f439b2-3dcd-3601-4005-4ec4bed146d2,1136,695
587,36,4005,96f439b2-3dcd-3602-4005-4ec4bed146d2,1165,650
588,36,4005,96f439b2-3dcd-3603-4005-4ec4bed146d2,1127,668
589,36,4045,96f439b2-3dcd-3601-4045-4ec4bed146d2,1146,626
590,36,4045,96f439b2-3dcd-3602-4045-4ec4bed146d2,1172,696
591,36,4008,96f439b2-3dcd-3601-4008-4ec4bed146d2,1131,658
592,36,4008,96f439b2-3dcd-3602-4008-4ec4bed146d2,1097,660
593,36,4007,96f439b2-3dcd-3601-4007-4ec4bed146d2,1089,689
594,36,4007,96f439b2-3dcd-3602-4007-4ec4bed146d2,1177,654
595,36,4004,96f439b2-3dcd-3601-4004-4ec4bed146d2,1107,664
596,36,4004,96f439b2-3dcd-3602-4004-4ec4bed146d2,1119,615
597,36,4009,96f439b2-3dcd-3601-4009-4ec4bed146d2,1183,693
598,36,4009,96f439b2-3dcd-3602-4009-4ec4bed146d2,1092,610
599,36,4044,96f439b2-3dcd-3601-4044-4ec4bed146d2,1096,629
600,36,4044,96f439b2-3dcd-3602-4044-4ec4bed146d2,1109,692
601,36,4011,96f439b2-3dcd-3601-4011-4ec4bed146d2,1158,613
602,36,4013,96f439b2-3dcd-3601-4013-4ec4bed146d2,1134,672
603,37,4002,96f439b2-3dcd-3701-4002-4ec4bed146d2,1129,757
604,37,4002,96f439b2-3dcd-3702-4002-4ec4bed146d2,1176,811
605,37,4002,96f439b2-3dcd-3703-4002-4ec4bed146d2,1106,748
606,37,4005,96f439b2-3dcd-3701-4005-4ec4bed146d2,1083,779
607,37,4005,96f439b2-3dcd-3702-4005-4ec4bed146d2,1165,805
608,37,4005,96f439b2-3dcd-3703-4005-4ec4bed146d2,1171,783
609,37,4045,96f439b2-3dcd-3701-4045-4ec4bed146d2,1088,771
610,37,4045,96f439b2-3dcd-3702-4045-4ec4bed146d2,1087,748
611,37,4008,96f439b2-3dcd-3701-4008-4ec4bed146d2,1109,791
612,37,4008,96f439b2-3dcd-3702-4008-4ec4bed146d2,1113,725
613,37,4007,96f439b2-3dcd-3701-4007-4ec4bed146d2,1169,764
614,37,4007,96f439b2-3dcd-3702-4007-4ec4bed146d2,1090,786
615,37,4004,96f439b2-3dcd-3701-4004-4ec4bed146d2,1105,802
616,37,4004,96f439b2-3dcd-3702-4004-4ec4bed146d2,1167,737
617,37,4009,96f439b2-3dcd-3701-4009-4ec4bed146d2,1119,727
618,37,4009,96f439b2-3dcd-3702-4009-4ec4bed146d2,1140,806
619,37,4044,96f439b2-3dcd-3701-4044-4ec4bed146d2,1109,730
620,37,4044,96f439b2-3dcd-3702-4044-4ec4bed146d2,1133,787
621,37,4011,96f439b2-3dcd-3701-4011-4ec4bed146d2,1093,808
622,37,4013,96f439b2-3dcd-3701-4013-4ec4bed146d2,1140,726
623,38,4002,96f439b2-3dcd-3801-4002-4ec4bed146d2,1125,892
624,38,4002,96f439b2-3dcd-3802-4002-4ec4bed146d2,1092,931
625,38,4002,96f439b2-3dcd-3803-4002-4ec4bed146d2,1091,845
626,38,4005,96f439b2-3dcd-3801-4005-4ec4bed146d2,1177,933
627,38,4005,96f439b2-3dcd-3802-4005-4ec4bed146d2,1152,917
628,38,4005,96f439b2-3dcd-3803-4005-4ec4bed146d2,1096,929
629,38,4045,96f439b2-3dcd-3801-4045-4ec4bed146d2,1105,920
630,38,4045,96f439b2-3dcd-3802-4045-4ec4bed146d2,1084,873
631,38,4008,96f439b2-3dcd-3801-4008-4ec4bed146d2,1157,884
632,38,4008,96f439b2-3dcd-3802-4008-4ec4bed146d2,1093,902
633,38,4007,96f439b2-3dcd-3801-4007-4ec4bed146d2,1157,928
634,38,4007,96f439b2-3dcd-3802-4007-4ec4bed146d2,1160,855
635,38,4004,96f439b2-3dcd-3801-4004-4ec4bed146d2,1084,858
636,38,4004,96f439b2-3dcd-3802-4004-4ec4bed146d2,1109,933
637,38,4009,96f439b2-3dcd-3801-4009-4ec4bed146d2,1099,848
638,38,4009,96f439b2-3dcd-3802-4009-4ec4bed146d2,1169,872
639,38,4044,96f439b2-3dcd-3801-4044-4ec4bed146d2,1140,849
640,38,4044,96f439b2-3dcd-3802-4044-4ec4bed146d2,1129,903
641,38,4011,96f439b2-3dcd-3801-4011-4ec4bed146d2,1165,904
642,38,4013,96f439b2-3dcd-3801-4013-4ec4bed146d2,1125,923
643,39,4002,96f439b2-3dcd-3901-4002-4ec4bed146d2,1140,1016
644,39,4002,96f439b2-3dcd-3902-4002-4ec4bed146d2,1099,969
645,39,4005,96f439b2-3dcd-3901-4005-4ec4bed146d2,1137,1001
646,39,4005,96f439b2-3dcd-3902-4005-4ec4bed146d2,1187,1043
647,39,4045,96f439b2-3dcd-3901-4045-4ec4bed146d2,1097,1046
648,39,4008,96f439b2-3dcd-3901-4008-4ec4bed146d2,1091,1014
649,39,4007,96f439b2-3dcd-3901-4007-4ec4bed146d2,1126,981
650,39,4004,96f439b2-3dcd-3901-4004-4ec4bed146d2,1141,1034
651,39,4004,96f439b2-3dcd-3902-4004-4ec4bed146d2,1116,1055
652,39,4004,96f439b2-3dcd-3903-4004-4ec4bed146d2,1093,1023
653,39,4009,96f439b2-3dcd-3901-4009-4ec4bed146d2,1156,1044
654,39,4009,96f439b2-3dcd-3902-4009-4ec4bed146d2,1159,979
655,39,4009,96f439b2-3dcd-3903-4009-4ec4bed146d2,1113,1030
656,39,4044,96f439b2-3dcd-3901-4044-4ec4bed146d2,1089,1054
657,39,4044,96f439b2-3dcd-3902-4044-4ec4bed146d2,1097,1000
658,39,4044,96f439b2-3dcd-3903-4044-4ec4bed146d2,1141,969
659,39,4011,96f439b2-3dcd-3901-4011-4ec4bed146d2,1163,996
660,39,4011,96f439b2-3dcd-3902-4011-4ec4bed146d2,1134,1042
661,39,4013,96f439b2-3dcd-3901-4013-4ec4bed146d2,1163,1038
662,39,4013,96f439b2-3dcd-3902-4013-4ec4bed146d2,1116,976
663,40,4002,96f439b2-3dcd-4001-4002-4ec4bed146d2,1140,1137
664,40,4005,96f439b2-3dcd-4001-4005-4ec4bed146d2,1171,1151
665,40,4007,96f439b2-3dcd-4001-4007-4ec4bed146d2,1130,1085
666,40,4004,96f439b2-3dcd-4001-4004-4ec4bed146d2,1139,1103
667,40,4004,96f439b2-3dcd-4002-4004-4ec4bed146d2,1113,1144
668,40,4004,96f439b2-3dcd-4003-4004-4ec4bed146d2,1087,1090
669,40,4009,96f439b2-3dcd-4001-4009-4ec4bed146d2,1146,1085
670,40,4009,96f439b2-3dcd-4002-4009-4ec4bed146d2,1174,1137
671,40,4009,96f439b2-3dcd-4003-4009-4ec4bed146d2,1089,1091
672,40,4044,96f439b2-3dcd-4001-4044-4ec4bed146d2,1131,1171
673,40,4044,96f439b2-3dcd-4002-4044-4ec4bed146d2,1086,1147
674,40,4044,96f439b2-3dcd-4003-4044-4ec4bed146d2,1100,1170
675,40,4011,96f439b2-3dcd-4001-4011-4ec4bed146d2,1163,1106
676,40,4011,96f439b2-3dcd-4002-4011-4ec4bed146d2,1136,1159
677,40,4011,96f439b2-3dcd-4003-4011-4ec4bed146d2,1096,1113
678,40,4013,96f439b2-3dcd-4001-4013-4ec4bed146d2,1101,1159
679,40,4013,96f439b2-3dcd-4002-4013-4ec4bed146d2,1176,1101
680,40,4013,96f439b2-3dcd-4003-4013-4ec4bed146d2,1164,1167
681,41,4002,96f439b2-3dcd-1000-4002-4ecq4bqed1q46d2,1090,260
682,41,4002,96f439b2-3dcd-1100-4002-4eqwc4bed1q46d2,1135,280
683,41,4002,96f439b2-3dcd-1200-4002-4eceq4bed1q46d2,1178,300
684,41,4002,96f439b2-3dcd-1300-4002-4erc4rbed14q6d2,1103,320
685,41,4005,96f439b2-3dcd-1000-4005-4ecq4betdt146d2,1143,340
686,41,4007,96f439b2-3dcd-1000-4007-4ec4bedf1qh46d2,1122,300
687,41,4004,96f439b2-3dcd-1000-4004-4ec4gqbedg146d2,1099,255
688,41,4004,96f439b2-3dcd-1100-4004-4ec4bedch146dq2,1114,280
689,41,4004,96f439b2-3dcd-1200-4004-4ecq4bedkj146d2,1152,314
690,41,4005,96f439b2-3dcd-1100-4005-4ec4bjked1q46d2,1186,333
691,41,4005,96f439b2-3dcd-1200-4005-4ecf4qbedx146d2,1117,268
692,41,4005,96f439b2-3dcd-1300-4005-4ecc4bcedq146d2,1165,290
693,41,4009,96f439b2-3dcd-1012-4009-4ec4bvrqed146d2,1121,329
694,41,4009,96f439b2-3dcd-1013-4009-4eqc4tbebd146d2,1177,344
695,41,4009,96f439b2-3dcd-1014-4009-4ec4nedy146qd2,1144,315
696,41,4044,96f439b2-3dcd-1015-4044-4ec4zbequd146d2,1132,250
697,41,4044,96f439b2-3dcd-1016-4044-4eqcx4bedi146d2,1105,335
698,41,4044,96f439b2-3dcd-1017-4044-4ec4bqed1oc46d2,1170,288
699,41,4045,96f439b2-3dcd-1018-4045-4ecv4bed1qo46d2,1090,268
700,41,4045,96f439b2-3dcd-1019-4045-4ec4bqednp146d2,1185,300
701,41,4011,96f439b2-3dcd-1020-4011-4ec4baed1iq46d2,1145,312
702,41,4011,96f439b2-3dcd-1021-4011-4ec4qubsed146d2,1097,290
703,41,4011,96f439b2-3dcd-1022-4011-4ec4ybedd14q6d2,1173,297
704,41,4013,96f439b2-3dcd-1023-4013-4ec4tqfbed146d2,1144,254
705,41,4013,96f439b2-3dcd-1024-4013-4ec4byegdq146d2,1099,238
706,41,4013,96f439b2-3dcd-1025-4013-4ec4beuhdq146d2,1120,244
707,42,2300,96f439b2-3dcd-4200-2300-4ec4bed146d2,1301,330
708,42,2301,96f439b2-3dcd-4201-2301-4ec4bed146d2,1286,249
709,42,2302,96f439b2-3dcd-4202-2302-4ec4bed146d2,1292,253
710,42,2303,96f439b2-3dcd-4203-2303-4ec4bed146d2,1205,323
711,42,2303,96f439b2-3dcd-4204-2303-4ec4bed146d2,1288,275
712,42,2303,96f439b2-3dcd-4205-2303-4ec4bed146d2,1205,262
713,42,2304,96f439b2-3dcd-4206-2304-4ec4bed146d2,1209,333
714,42,2304,96f439b2-3dcd-4207-2304-4ec4bed146d2,1206,260
715,42,2304,96f439b2-3dcd-4208-2304-4ec4bed146d2,1289,332
716,42,2305,96f439b2-3dcd-4209-2305-4ec4bed146d2,1219,291
717,42,2305,96f439b2-3dcd-4210-2305-4ec4bed146d2,1249,257
718,42,2305,96f439b2-3dcd-4211-2305-4ec4bed146d2,1272,304
719,42,2306,96f439b2-3dcd-4212-2306-4ec4bed146d2,1214,250
720,42,2306,96f439b2-3dcd-4213-2306-4ec4bed146d2,1212,268
721,42,2306,96f439b2-3dcd-4214-2306-4ec4bed146d2,1250,261
722,42,2307,96f439b2-3dcd-4215-2307-4ec4bed146d2,1260,255
723,42,2307,96f439b2-3dcd-4216-2307-4ec4bed146d2,1247,265
