i:ID,s:Category Name,s:Item Name,i:Item DID,i:Cost Gold,i:Cost Jelly,i:Cost Special DID,i:Cost Special Amount,i:Sell Cost Gold,i:Sell Cost Jelly,s:Description,s:Type,s:Name,s:Display Model Type,i:Display Width,i:Display Height,s:Display Default Texture,s:Display Default Name,i:Show in Store,i:Sale Banner,f:Sale Percent,i:New Banner,i:LimitedBanner,i:Can Sell,s:Can't Sell Text,i:Micro Event DID,i:Event Only
115,decorations,!!BLDG_NAME_LIGHTUP_SPONGEBOB,23010,-1,65,-1,-1,-1,-1,!!BLDG_NAME_LIGHTUP_SPONGEBOB_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
116,decorations,!!DECO_FLOATING_SWIMMING_POOL,20409,-1,60,-1,-1,-1,-1,!!DECO_FLOATING_SWIMMING_POOL_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
117,decorations,!!DECO_HALF_PIPE,20407,-1,80,-1,-1,-1,-1,!!DECO_HALF_PIPE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
118,decorations,!!DECO_VOLLEYBALL_COURT,20405,-1,90,-1,-1,-1,-1,!!DECO_VOLLEYBALL_COURT_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
119,decorations,!!DECO_ROCK_CLIMBING,20401,-1,100,-1,-1,-1,-1,!!DECO_ROCK_CLIMBING_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
120,decorations,!!DECO_SANDYS_DOJO,20402,-1,110,-1,-1,-1,-1,!!DECO_SANDYS_DOJO_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
121,decorations,!!DECO_DANCE_STUDIO,20408,-1,140,-1,-1,-1,-1,!!DECO_DANCE_STUDIO_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
122,decorations,!!DECO_ANCHOVY_SPIN_CLASS,20406,-1,140,-1,-1,-1,-1,!!DECO_ANCHOVY_SPIN_CLASS_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
123,decorations,!!DECO_HIGH_SCHOOL_SIGN,20801,-1,100,-1,-1,-1,-1,!!DECO_HIGH_SCHOOL_SIGN_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,0,!!CANNOT_SELL_PREMIUM,-1,0
124,decorations,!!DECO_TP_TREE,20802,-1,150,-1,-1,-1,-1,!!DECO_TP_TREE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,0,!!CANNOT_SELL_PREMIUM,-1,0
125,decorations,!!DECO_CLASSY_BOAT,20903,-1,175,-1,-1,-1,-1,!!DECO_CLASSY_BOAT_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,0,!!CANNOT_SELL_PREMIUM,-1,0
126,decorations,!!DECO_LIMOSARDINE,20904,-1,200,-1,-1,-1,-1,!!DECO_LIMOSARDINE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,0,!!CANNOT_SELL_PREMIUM,-1,0
127,decorations,!!BLDG_NAME_MICRO_EVENT_TEST,99999,10,-1,-1,-1,5,-1,!!BLDG_NAME_MICRO_EVENT_TEST_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,1,n/a,1,0
128,decorations,!!DECO_KELP_ROCK,20501,50,-1,-1,-1,25,-1,!!DECO_KELP_ROCK_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,1,n/a,-1,0
129,decorations,!!BLDG_NAME_STREETLIGHT,2035,50,-1,-1,-1,25,-1,!!BLDG_NAME_STREETLIGHT_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,1,n/a,-1,0
130,decorations,!!DECO_SMALL_CORAL_TREE,20502,50,-1,-1,-1,25,-1,!!DECO_SMALL_CORAL_TREE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,1,n/a,-1,0
131,decorations,!!BLDG_NAME_MAILBOX,2013,100,-1,-1,-1,50,-1,!!BLDG_NAME_MAILBOX_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,1,n/a,-1,0
132,decorations,!!DECO_TRAFFIC_CONE,20905,100,-1,-1,-1,50,-1,!!DECO_TRAFFIC_CONE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,1,n/a,-1,0
133,decorations,!!DECO_X_MARK_SPOT,20608,100,-1,-1,-1,50,-1,!!DECO_X_MARK_SPOT_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,1,n/a,-1,0
134,decorations,!!DECO_LIVELY_ROCK,20503,100,-1,-1,-1,50,-1,!!DECO_LIVELY_ROCK_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,1,n/a,-1,0
135,decorations,!!BLDG_NAME_BEACHCHAIR,2052,100,-1,-1,-1,50,-1,!!BLDG_NAME_BEACHCHAIR_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,1,n/a,-1,0
136,decorations,!!DECO_HOLEY_FUNNEL_CORAL,20504,-1,3,-1,-1,-1,-1,!!DECO_HOLEY_FUNNEL_CORAL_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,0,!!CANNOT_SELL_PREMIUM,-1,0
137,decorations,!!BLDG_NAME_BEACHUMBRELLA,2053,50,-1,-1,-1,25,-1,!!BLDG_NAME_BEACHUMBRELLA_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,1,n/a,-1,0
138,decorations,!!BLDG_NAME_STARTER_JF_HIVE,20700,500,-1,-1,-1,250,-1,n/a,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,0,!!CANNOT_SELL_PREMIUM,-1,0
139,decorations,!!BLDG_NAME_JF_HIVE,20701,-1,150,-1,-1,-1,-1,n/a,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,0,!!CANNOT_SELL_PREMIUM,-1,0
140,decorations,!!DECO_SPONGEBOB_FLAG,20607,100,-1,-1,-1,50,-1,!!DECO_SPONGEBOB_FLAG_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,1,n/a,-1,0
141,decorations,!!BLDG_NAME_PHONEBOOTH,2019,-1,30,-1,-1,-1,-1,!!BLDG_NAME_PHONEBOOTH_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,0,!!CANNOT_SELL_PREMIUM,-1,0
142,decorations,!!BLDG_NAME_MAILBOX,2012,-1,10,-1,-1,-1,-1,!!BLDG_NAME_MAILBOX_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,0,!!CANNOT_SELL_PREMIUM,-1,0
143,decorations,!!BLDG_NAME_ORANGE_PINE,2018,-1,3,-1,-1,-1,-1,!!BLDG_NAME_ORANGE_PINE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,0,!!CANNOT_SELL_PREMIUM,-1,0
144,decorations,!!BLDG_NAME_TRASHCAN1,2039,10,-1,-1,-1,5,-1,!!BLDG_NAME_TRASHCAN1_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,1,n/a,-1,0
145,decorations,!!BLDG_NAME_FULL_TRASHCAN,2038,10,-1,-1,-1,5,-1,!!BLDG_NAME_FULL_TRASHCAN_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,1,n/a,-1,0
146,decorations,!!BLDG_NAME_FANCY_TABLE,20616,1000,-1,-1,-1,500,-1,!!BLDG_NAME_FANCY_TABLE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,6,1
147,decorations,!!BLDG_NAME_FANCY_CHAIR,20617,-1,30,-1,-1,-1,-1,!!BLDG_NAME_FANCY_CHAIR_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,6,1
148,decorations,!!BLDG_NAME_FANCY_FOUNTAIN,20615,-1,45,-1,-1,-1,-1,!!BLDG_NAME_FANCY_FOUNTAIN_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,6,1
149,decorations,!!BLDG_NAME_FANCY_PAINTING,20618,-1,45,-1,-1,-1,-1,!!BLDG_NAME_FANCY_PAINTING_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,6,1
150,decorations,!!BLDG_NAME_MM_BB_BILLBOARD,20609,200,-1,-1,-1,100,-1,!!BLDG_NAME_MM_BB_BILLBOARD_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,1,n/a,-1,0
151,decorations,!!DECO_CHUM_SIGN,20621,-1,20,-1,-1,-1,-1,!!DECO_CHUM_SIGN_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,0,!!CANNOT_SELL_PREMIUM,-1,0
152,decorations,!!DECO_CHUM_DRIVEUP_BOX,20620,-1,40,-1,-1,-1,-1,!!DECO_CHUM_DRIVEUP_BOX_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,0,!!CANNOT_SELL_PREMIUM,-1,0
153,decorations,!!DECO_CHUM_PHONOGRAPH,20622,-1,60,-1,-1,-1,-1,!!DECO_CHUM_PHONOGRAPH_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,0,!!CANNOT_SELL_PREMIUM,-1,0
154,decorations,!!DECO_CHUM_BUCKET,20619,-1,80,-1,-1,-1,-1,!!DECO_CHUM_BUCKET_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,0,!!CANNOT_SELL_PREMIUM,-1,0
155,decorations,!!DECO_CHUM_KETCHUP_DISPENSOR,20623,-1,100,-1,-1,-1,-1,!!DECO_CHUM_KETCHUP_DISPENSOR_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,0,!!CANNOT_SELL_PREMIUM,-1,0
156,decorations,!!DECO_MEDIUM_CORAL_TREE,20505,200,-1,-1,-1,100,-1,!!DECO_MEDIUM_CORAL_TREE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,1,n/a,-1,0
157,decorations,!!BLDG_NAME_NEWSSTAND,2017,800,-1,-1,-1,400,-1,!!BLDG_NAME_NEWSSTAND_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,1,n/a,-1,0
158,decorations,!!DECO_PICNIC_BASKET,20303,300,-1,-1,-1,150,-1,!!DECO_PICNIC_BASKET_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,1,n/a,-1,0
159,decorations,!!BLDG_NAME_GREEN_BENCH,2010,200,-1,-1,-1,100,-1,!!BLDG_NAME_GREEN_BENCH_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,1,n/a,-1,0
160,decorations,!!BLDG_NAME_CUTOUT_SINISTER_SLUG,20612,300,-1,-1,-1,150,-1,!!BLDG_NAME_CUTOUT_SINISTER_SLUG_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,1,n/a,-1,0
161,decorations,!!BLDG_NAME_RED_BENCH,2024,-1,4,-1,-1,-1,-1,!!BLDG_NAME_RED_BENCH_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,0,!!CANNOT_SELL_PREMIUM,-1,0
162,decorations,!!DECO_BLUE_CORAL,20507,300,-1,-1,-1,150,-1,!!DECO_BLUE_CORAL_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,1,n/a,-1,0
163,decorations,!!BLDG_NAME_POSTBOX,2015,400,-1,-1,-1,200,-1,!!BLDG_NAME_POSTBOX_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,1,n/a,-1,0
164,decorations,!!BLDG_NAME_CUTOUT_ATOMIC_FLOUNDER,20613,400,-1,-1,-1,200,-1,!!BLDG_NAME_CUTOUT_ATOMIC_FLOUNDER_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,1,n/a,-1,0
165,decorations,!!DECO_CHANGING_TENT,20300,400,-1,-1,-1,200,-1,!!DECO_CHANGING_TENT_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,1,n/a,-1,0
166,decorations,!!DECO_FAN_CORAL,20508,400,-1,-1,-1,200,-1,!!DECO_FAN_CORAL_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,1,n/a,-1,0
167,decorations,!!BLDG_NAME_HYDRANT,2008,200,-1,-1,-1,100,-1,!!BLDG_NAME_HYDRANT_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,1,n/a,-1,0
168,decorations,!!BLDG_NAME_DUMPSTER_EMPTY,2054,500,-1,-1,-1,250,-1,!!BLDG_NAME_DUMPSTER_EMPTY_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,1,n/a,-1,0
169,decorations,!!BLDG_NAME_CUTOUT_JUMBO_SHRIMP,20614,500,-1,-1,-1,250,-1,!!BLDG_NAME_CUTOUT_JUMBO_SHRIMP_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,1,n/a,-1,0
170,decorations,!!BLDG_NAME_CORAL_PURPLE_1,20012,500,-1,-1,-1,250,-1,!!BLDG_NAME_CORAL_PURPLE_1_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,1,n/a,-1,0
171,decorations,!!DECO_MUSSEL_BEACH_SIGN,20510,-1,15,-1,-1,-1,-1,!!DECO_MUSSEL_BEACH_SIGN_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,0,!!CANNOT_SELL_PREMIUM,-1,0
172,decorations,!!BLDG_NAME_DUMPSTER_FULL,2007,500,-1,-1,-1,250,-1,!!BLDG_NAME_DUMPSTER_FULL_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,1,n/a,-1,0
173,decorations,!!BLDG_NAME_CORAL_PURPLE_2,20013,500,-1,-1,-1,250,-1,!!BLDG_NAME_CORAL_PURPLE_2_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,1,n/a,-1,0
174,decorations,!!DECO_SINGING_CLAMS,20304,500,-1,-1,-1,250,-1,!!DECO_SINGING_CLAMS_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,1,n/a,-1,0
175,decorations,!!DECO_LARGE_PURPLE_CORAL_1,20511,1000,-1,-1,-1,500,-1,!!DECO_LARGE_PURPLE_CORAL_1_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,1,n/a,-1,0
176,decorations,!!BLDG_NAME_MAILBOX,2014,100,-1,-1,-1,50,-1,!!BLDG_NAME_MAILBOX_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,1,n/a,-1,0
177,decorations,!!BLDG_NAME_CORAL_PURPLE_3,20014,1000,-1,-1,-1,500,-1,!!BLDG_NAME_CORAL_PURPLE_3_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,1,n/a,-1,0
178,decorations,!!DECO_FAKE_MONSTER,20605,750,-1,-1,-1,375,-1,!!DECO_FAKE_MONSTER_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,1,n/a,-1,0
179,decorations,!!DECO_LARGE_PURPLE_CORAL_2,20512,1500,-1,-1,-1,750,-1,!!DECO_LARGE_PURPLE_CORAL_2_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,1,n/a,-1,0
180,decorations,!!DECO_BOAT_MOBILE,20902,1700,-1,-1,-1,850,-1,!!DECO_BOAT_MOBILE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,1,n/a,-1,0
181,decorations,!!BLDG_NAME_YELLOW_PINE,2046,300,-1,-1,-1,150,-1,!!BLDG_NAME_YELLOW_PINE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,1,n/a,-1,0
182,decorations,!!BLDG_NAME_BLACK_GRILL,2001,500,-1,-1,-1,250,-1,!!BLDG_NAME_BLACK_GRILL_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,1,n/a,-1,0
183,decorations,!!DECO_LIFEGUARD_TOWER,20302,500,-1,-1,-1,250,-1,!!DECO_LIFEGUARD_TOWER_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,1,n/a,-1,0
184,decorations,!!BLDG_NAME_RED_GRILL,2026,-1,8,-1,-1,-1,0,!!BLDG_NAME_RED_GRILL_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,0,!!CANNOT_SELL_PREMIUM,-1,0
185,decorations,!!BLDG_NAME_BLUE_GRILL,2003,-1,8,-1,-1,-1,1,!!BLDG_NAME_BLUE_GRILL_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,0,!!CANNOT_SELL_PREMIUM,-1,0
186,decorations,!!BLDG_NAME_PURPLE_BENCH,2021,-1,10,-1,-1,-1,1,!!BLDG_NAME_PURPLE_BENCH_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_PREMIUM,-1,0
187,decorations,!!DECO_GOO_LAGOON_SIGN,20301,-1,10,-1,-1,-1,2,!!DECO_GOO_LAGOON_SIGN_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,0,!!CANNOT_SELL_PREMIUM,-1,0
188,decorations,!!BLDG_NAME_ORANGE_BENCH,2044,-1,10,-1,-1,-1,1,!!BLDG_NAME_ORANGE_BENCH_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_PREMIUM,-1,0
189,decorations,!!BLDG_NAME_TRASHCAN2,2040,10,-1,-1,-1,5,-1,!!BLDG_NAME_TRASHCAN2_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,1,n/a,-1,0
190,decorations,!!BLDG_NAME_TIKI,2036,1000,-1,-1,-1,500,-1,!!BLDG_NAME_TIKI_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,1,n/a,-1,0
191,decorations,!!DECO_TREE_FORT,20306,-1,10,-1,-1,-1,2,!!DECO_TREE_FORT_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,0,!!CANNOT_SELL_PREMIUM,-1,0
192,decorations,!!BLDG_NAME_PURPLE_PINE,2022,-1,5,-1,-1,-1,1,!!BLDG_NAME_PURPLE_PINE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,0,!!CANNOT_SELL_PREMIUM,-1,0
193,decorations,!!BLDG_NAME_ROCK_PURPLE_GREY_GREEN,20026,300,-1,-1,-1,150,-1,!!BLDG_NAME_ROCK_PURPLE_GREY_GREEN_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,1,0,0.33,0,0,1,n/a,-1,0
194,decorations,!!BLDG_NAME_BILLBOARD,20011,300,-1,-1,-1,150,-1,!!BLDG_NAME_BILLBOARD_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,1,n/a,-1,0
195,decorations,!!BLDG_NAME_BOTTLE_LAUNCHER,20109,-1,10,-1,-1,-1,-1,!!BLDG_NAME_BOTTLE_LAUNCHER_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
196,decorations,!!BLDG_NAME_STACK_GIFTS_3,20084,-1,190,56,-1,-1,-1,!!BLDG_NAME_STACK_GIFTS_3_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
197,decorations,!!BLDG_NAME_LARGE_SNOW_GLOBE,20081,-1,200,56,-1,-1,-1,!!BLDG_NAME_LARGE_SNOW_GLOBE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
198,decorations,!!BLDG_NAME_NUTCRACKER_PLANKTON,20114,-1,210,56,-1,-1,-1,!!BLDG_NAME_NUTCRACKER_PLANKTON_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
199,decorations,!!BLDG_NAME_ORNAMENT_5,20097,50,-1,-1,-1,25,-1,!!BLDG_NAME_ORNAMENT_5_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
200,decorations,!!BLDG_NAME_ORNAMENT_1,20093,50,-1,-1,-1,25,-1,!!BLDG_NAME_ORNAMENT_1_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
201,decorations,!!BLDG_NAME_ORNAMENT_2,20094,50,-1,-1,-1,25,-1,!!BLDG_NAME_ORNAMENT_2_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
202,decorations,!!BLDG_NAME_ORNAMENT_3,20095,50,-1,-1,-1,25,-1,!!BLDG_NAME_ORNAMENT_3_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
203,decorations,!!BLDG_NAME_ORNAMENT_4,20096,50,-1,-1,-1,25,-1,!!BLDG_NAME_ORNAMENT_4_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
204,decorations,!!BLDG_NAME_WINTRY_PLANT_3,20104,50,-1,-1,-1,25,-1,!!BLDG_NAME_WINTRY_PLANT_3_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
205,decorations,!!BLDG_NAME_WINTRY_PLANT_4,20105,50,-1,-1,-1,25,-1,!!BLDG_NAME_WINTRY_PLANT_4_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
206,decorations,!!BLDG_NAME_TINSEL_WRAPPED_POLE,20069,50,-1,-1,-1,25,-1,!!BLDG_NAME_TINSEL_WRAPPED_POLE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
207,decorations,!!BLDG_NAME_STACK_GIFTS_1,20082,50,-1,-1,-1,25,-1,!!BLDG_NAME_STACK_GIFTS_1_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
208,decorations,!!BLDG_NAME_MISTLETOE,20092,50,-1,-1,-1,25,-1,!!BLDG_NAME_MISTLETOE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
209,decorations,!!BLDG_NAME_PLASTIC_CHRISTMAS_TREE,20071,50,-1,-1,-1,25,-1,!!BLDG_NAME_PLASTIC_CHRISTMAS_TREE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
210,decorations,!!BLDG_NAME_WINTRY_PLANT_6,20107,50,-1,-1,-1,25,-1,!!BLDG_NAME_WINTRY_PLANT_6_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
211,decorations,!!BLDG_NAME_KELP_CHRISTMAS_TREE,20076,50,-1,-1,-1,25,-1,!!BLDG_NAME_KELP_CHRISTMAS_TREE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
212,decorations,!!BLDG_NAME_SNOWMAN,20086,-1,-1,52,50,-1,-1,!!BLDG_NAME_SNOWMAN_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
213,decorations,!!BLDG_NAME_MAGIC_ANALYZER,20073,-1,-1,52,150,-1,-1,!!BLDG_NAME_MAGIC_ANALYZER_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
214,decorations,!!BLDG_NAME_THE_MITTEN,20202,-1,-1,53,60,-1,-1,!!BLDG_NAME_THE_MITTEN_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
215,decorations,!!BLDG_NAME_CARNIVAL_ENTRANCE,20200,-1,-1,-1,-1,-1,-1,!!BLDG_NAME_CARNIVAL_ENTRANCE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
216,decorations,!!BLDG_NAME_BALLOON_CART,20203,-1,-1,53,150,-1,-1,!!BLDG_NAME_BALLOON_CART_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
217,decorations,!!BLDG_NAME_TENT_1,20204,-1,-1,53,150,-1,-1,!!BLDG_NAME_TENT_1_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
218,decorations,!!BLDG_NAME_TENT_2,20205,-1,-1,53,150,-1,-1,!!BLDG_NAME_TENT_2_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
219,decorations,!!BLDG_NAME_TENT_3,20206,-1,-1,53,150,-1,-1,!!BLDG_NAME_TENT_3_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
220,decorations,!!BLDG_NAME_LOVE_APPLES_STAND,20201,-1,-1,53,270,-1,-1,!!BLDG_NAME_LOVE_APPLES_STAND_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
