i:ID,s:Name,i:DID,i:Reward Gold,i:Reward XP,i:Fullness Time,f:Jelly Conversion,i:Consumable,s:Type,i:Special Currency HUD Display,i:Currency Display Quest Trigger,s:Texture,i:Ignore Wish Duration,i:Force Wish Match,i:Force No Wish Payout,i:Expected Order,i:Max Amount,s:Tag,s:Tap Sound,s:Collected Sound,s:Eaten Sound,i:Micro Event DID
134,!!FOOD_SNICKERDOODLE,9101,25,1,240,0.1112,1,n/a,0,-1,sb_item_snickerdoodle.png,0,0,0,170,-1,snickerdoodle,n/a,GrilledItemCollected,GrilledItemEaten,-1
135,!!FOOD_STRAWBERRY,10008,48,1,-1,0.14286,0,n/a,0,-1,Strawberry.png,0,0,0,999,-1,rez_strawberry,n/a,GardenCropCollected,GardenCropEaten,-1
136,!!FOOD_SUGAR_PLUM,9127,174,1,43200,0.1112,1,n/a,0,-1,sb_item_sugar_plum.png,0,0,0,170,-1,sugar_plum,n/a,GrilledItemCollected,GrilledItemEaten,-1
137,!!FOOD_TOAST,92,19,1,240,0.35,1,n/a,0,-1,Toast.png,0,0,0,15,-1,rez_toast,n/a,BakedItemCollected,BakedItemEaten,-1
138,!!FOOD_TOMATO,10,6,1,-1,0.5,0,n/a,0,-1,Ready_Tomato.png,0,0,0,13,-1,rez_tomato,n/a,GardenCropCollected,GardenCropEaten,-1
139,!!FOOD_TRUFFLES,9203,70,1,10800,0.1112,1,n/a,0,-1,valentines_Truffles.png,0,0,0,170,-1,truffles,n/a,GrilledItemCollected,GrilledItemEaten,-1
140,!!FOOD_VANILLA,2000,52,1,-1,0.1112,0,n/a,0,-1,VanillaBean.png,0,0,0,170,-1,rez_vanilla,n/a,GardenCropCollected,GardenCropEaten,-1
141,!!FOOD_VEGGIEPATTY,40,34,1,360,0.05264,1,n/a,0,-1,VeggiePatty.png,0,0,0,59,-1,rez_veggiepatty,n/a,GrilledItemCollected,GrilledItemEaten,-1
142,!!FOOD_YULE_LOG_CAKE,9105,213,1,21600,0.1112,1,n/a,0,-1,sb_item_yule_log_cake.png,0,0,0,170,-1,yule_log_cake,n/a,GrilledItemCollected,GrilledItemEaten,-1
143,!!ICECREAM_BANANA,40000,88,1,1080,0.02326,1,n/a,0,-1,BananaIceCream.png,0,0,0,999,-1,rez_icecream_banana,n/a,GardenCropCollected,IceCreamEaten,-1
144,!!ICECREAM_BANANA_SPLIT,40001,264,1,1080,0.00451,1,n/a,0,-1,BananaSplit.png,0,0,0,999,-1,rez_icecream_banana_split,n/a,GardenCropCollected,IceCreamEaten,-1
145,!!ICECREAM_BERRY_SCOOPS,40002,76,1,600,0.02326,1,n/a,0,-1,BerryScoopsIceCream.png,0,0,0,999,-1,rez_icecream_berry_scoops,n/a,GardenCropCollected,IceCreamEaten,-1
146,!!ICECREAM_CARAMEL,40003,38,1,600,0.16667,1,n/a,0,-1,CaramelIceCream.png,0,0,0,999,-1,rez_icecream_caramel,n/a,GardenCropCollected,IceCreamEaten,-1
147,!!ICECREAM_CORAL_BITS,40004,141,1,1620,0.00962,1,n/a,0,-1,CoralBitsIceCream.png,0,0,0,999,-1,rez_icecream_coralbits,n/a,GardenCropCollected,IceCreamEaten,-1
148,!!ICECREAM_LEMON_GELATO,40005,91,1,1620,0.00926,1,n/a,0,-1,LemonGelatoIceCream.png,0,0,0,999,-1,rez_icecream_lemongelato,n/a,GardenCropCollected,IceCreamEaten,-1
149,!!ICECREAM_SEASALT,40006,38,1,600,0.16667,1,n/a,0,-1,SeaSaltIceCream.png,0,0,0,999,-1,rez_icecream_seasalt,n/a,GardenCropCollected,IceCreamEaten,-1
150,!!ICECREAM_STRAWBERRY,40007,74,1,1080,0.028572,1,n/a,0,-1,StrawberryIceCream.png,0,0,0,999,-1,rez_icecream_strawberry,n/a,GardenCropCollected,IceCreamEaten,-1
151,!!ICECREAM_VANILLA,40008,88,1,1080,0.02326,1,n/a,0,-1,VanillaIceCream.png,0,0,0,999,-1,rez_icecream_vanilla,n/a,GardenCropCollected,IceCreamEaten,-1
152,!!JUICE_APPLE,20000,83,1,360,0.0112,1,n/a,0,-1,AppleJuice.png,0,0,0,999,-1,rez_juice_applejuice,n/a,GardenCropCollected,LiquidSlurp,-1
153,!!JUICE_LEMONADE,20001,86,1,480,0.00962,1,n/a,0,-1,Lemonade.png,0,0,0,999,-1,rez_juice_lemonade,n/a,GardenCropCollected,LiquidSlurp,-1
154,!!JUICE_LIMEADE,20002,90,1,864,0.0085,1,n/a,0,-1,Limeade.png,0,0,0,999,-1,rez_juice_limeade,n/a,GardenCropCollected,LiquidSlurp,-1
155,!!JUICE_ORANGE,20003,70,1,420,0.0189,1,n/a,0,-1,OrangeJuice.png,0,0,0,999,-1,rez_juice_orangejuice,n/a,GardenCropCollected,LiquidSlurp,-1
156,!!JUICE_PEACHNECTAR,20004,95,1,1620,0.00736,1,n/a,0,-1,PeachNectar.png,0,0,0,999,-1,rez_juice_peachnectar,n/a,GardenCropCollected,LiquidSlurp,-1
157,!!SHAKE_BANANAS_N_BITS,50000,312,1,43200,0.00559,1,n/a,0,-1,BananasandBitsMilkshake.png,0,0,0,999,-1,rez_shake_bananasnbits,n/a,GardenCropCollected,LiquidSlurp,-1
158,!!SHAKE_BERRY_BLISS,50001,188,1,21600,0.009091,1,n/a,0,-1,BerryBlissMilkshake.png,0,0,0,999,-1,rez_shake_berrybliss,n/a,GardenCropCollected,LiquidSlurp,-1
159,!!SHAKE_CORAL_CRUSH,50002,353,1,21600,0.00424,1,n/a,0,-1,CoralCrushMilkshake.png,0,0,0,999,-1,rez_shake_chocolatecrush,n/a,GardenCropCollected,LiquidSlurp,-1
160,!!SHAKE_FRUTIY_BREEZE,50003,138,1,3240,0.011236,1,n/a,0,-1,FruityBreezeMilkshake.png,0,0,0,999,-1,rez_shake_fruitybreeze,n/a,GardenCropCollected,LiquidSlurp,-1
161,!!SHAKE_SALTY_BANANA,50004,94,1,600,0.01887,1,n/a,0,-1,SaltyBananaMilkshake.png,0,0,0,999,-1,rez_shake_saltybanana,n/a,GardenCropCollected,LiquidSlurp,-1
162,!!SHAKE_STRAWBERRY_RIPTIDE,50005,119,1,1620,0.012821,1,n/a,0,-1,StrawberryRiptideMilkshake.png,0,0,0,999,-1,rez_shake_strawberryriptide,n/a,GardenCropCollected,LiquidSlurp,-1
163,!!SHAKE_TARTBERRY_TWIST,50006,158,1,15120,0.006135,1,n/a,0,-1,TartberryTwistMilkshake.png,0,0,0,999,-1,rez_shake_tartberrytwist,n/a,GardenCropCollected,LiquidSlurp,-1
164,!!SHAKE_VANILLA_BLAST,50007,162,1,5400,0.00991,1,n/a,0,-1,VanillaBlastMilkshake.png,0,0,0,999,-1,rez_shake_vanillablast,n/a,GardenCropCollected,LiquidSlurp,-1
165,!!SMOOTHIE_BANANA_BREAKER,30000,200,1,21600,0.00962,1,n/a,0,-1,BananaBreakerSmoothie.png,0,0,0,999,-1,rez_smoothie_banana_breaker,n/a,GardenCropCollected,LiquidSlurp,-1
166,!!SMOOTHIE_BERRY_BLAST,30001,123,1,18720,0.0164,1,n/a,0,-1,BerryBlastSmoothie.png,0,0,0,999,-1,rez_smoothie_berry_blast,n/a,GardenCropCollected,LiquidSlurp,-1
167,!!SMOOTHIE_CHERRY_SLURVEY,30002,110,1,5400,0.0127,1,n/a,0,-1,CherrySlurveySmoothie.png,0,0,0,999,-1,rez_smoothie_cherry_slurvey,n/a,GardenCropCollected,LiquidSlurp,-1
168,!!SMOOTHIE_CHERRYADE_CHILLER,30003,190,1,3240,0.00399,1,n/a,0,-1,CherryAideChillerSmoothie.png,0,0,0,999,-1,rez_smoothie_cherryade_chiller,n/a,GardenCropCollected,LiquidSlurp,-1
169,!!SMOOTHIE_CITRUS_SLURVEY,30004,630,1,21600,0.001038,1,n/a,0,-1,CitrusSlurveySmoothie.png,0,0,0,999,-1,rez_smoothie_citrus_slurvey,n/a,GardenCropCollected,LiquidSlurp,-1
170,!!SMOOTHIE_HANG_8,30005,425,1,1620,0.00137,1,n/a,0,-1,Hang8Smoothie.png,0,0,0,999,-1,rez_smoothie_hang_8,n/a,GardenCropCollected,LiquidSlurp,-1
171,!!SMOOTHIE_LIQUID_COBBLER,30006,375,1,43200,0.002142,1,n/a,0,-1,LiquidCobblerSmoothie.png,0,0,0,999,-1,rez_smoothie_liquid_cobbler,n/a,GardenCropCollected,LiquidSlurp,-1
172,!!SMOOTHIE_NANNAS_C_SERENADE,30007,155,1,1620,0.00758,1,n/a,0,-1,NanasCSerenadeSmoothie.png,0,0,0,999,-1,rez_smoothie_nannas_c_serenade,n/a,GardenCropCollected,LiquidSlurp,-1
173,!!SMOOTHIE_ORANGE_NUT,30008,147,1,600,0.00234,1,n/a,0,-1,OrangeNutSmoothie.png,0,0,0,999,-1,rez_smoothie_orange_nut,n/a,GardenCropCollected,LiquidSlurp,-1
174,!!SMOOTHIE_STRAWBERRY_SQUEEZE,30009,193,1,5400,0.00422,1,n/a,0,-1,StrawberrySqueezeSmoothie.png,0,0,0,999,-1,rez_smoothie_strawberry_squeeze,n/a,GardenCropCollected,LiquidSlurp,-1
175,!!SMOOTHIE_STRAWNANA_TSUNAMI,30010,93,1,3240,0.02326,1,n/a,0,-1,StrawberryTsunamiSmoothie.png,0,0,0,999,-1,rez_smoothie_strawnana_tsunami,n/a,GardenCropCollected,LiquidSlurp,-1
176,!!SMOOTHIE_WANNANANA,30011,87,1,600,0.025,1,n/a,0,-1,WanananaSmoothie.png,0,0,0,999,-1,rez_smoothie_wannanana,n/a,GardenCropCollected,LiquidSlurp,-1
177,!!BOUQUET_FLOWERCORAL_BUNCHOBRANCHES,60016,400,1,5400,0.00834,1,n/a,0,-1,BunchOBranchesBouquet.png,0,0,0,999,-1,rez_bouquet_flowercoral_bunchobranches,n/a,GardenCropCollected,FlowersGiven,-1
178,!!BOUQUET_FLOWERCORAL_CORALPARADISE,60018,514,1,43200,0.00752,1,n/a,0,-1,CoralParadiseBouquet.png,0,0,0,999,-1,rez_bouquet_flowercoral_coralparadise,n/a,GardenCropCollected,FlowersGiven,-1
179,!!BOUQUET_FLOWERCORAL_CUPCORALTREE,60017,462,1,21600,0.00794,1,n/a,0,-1,CupCoralTreeBouquet.png,0,0,0,999,-1,rez_bouquet_flowercoral_cupcoraltree,n/a,GardenCropCollected,FlowersGiven,-1
180,!!BOUQUET_FLOWERCORAL_CUPN2FLOWERS,60015,153,1,10800,0.02084,1,n/a,0,-1,CupN2Flowers.png,0,0,0,999,-1,rez_bouquet_flowercoral_cupn2flowers,n/a,GardenCropCollected,FlowersGiven,-1
181,!!BOUQUET_FLOWERCORAL_FRIENDLYFLOWER,60014,180,1,3240,0.01961,1,n/a,0,-1,FriendlyFlowerBouquet.png,0,0,0,999,-1,rez_bouquet_flowercoral_friendlyflower,n/a,GardenCropCollected,FlowersGiven,-1
182,!!FLOWERCORAL_BRANCHCORAL,60000,110,1,-1,0.04762,0,n/a,0,-1,BranchCoral.png,0,0,0,999,-1,rez_flowercoral_branchcoral,n/a,GardenCropCollected,GardenCropEaten,-1
183,!!FLOWERCORAL_CUPCORAL,60001,77,1,-1,0.07143,0,n/a,0,-1,CupCoralFlower.png,0,0,0,999,-1,rez_flowercoral_cupcoral,n/a,GardenCropCollected,GardenCropEaten,-1
184,!!FLOWERCORAL_FLOWER,60002,55,1,-1,0.125,0,n/a,0,-1,Flower.png,0,0,0,999,-1,rez_flowercoral_flower,n/a,GardenCropCollected,GardenCropEaten,-1
185,!!FLOWERCORAL_STINKYSEAROSE,60003,190,1,-1,0.02858,0,n/a,0,-1,StinkingSeaRose.png,0,0,0,999,-1,rez_flowercoral_stinkysearose,n/a,GardenCropCollected,GardenCropEaten,-1
186,!!FLOWERCORAL_TUBECORAL,60004,157,1,-1,0.03449,0,n/a,0,-1,TubeCoral.png,0,0,0,999,-1,rez_flowercoral_tubecoral,n/a,GardenCropCollected,GardenCropEaten,-1
187,!!PERFUME_4OFCUPS,70000,243,1,600,0.01667,1,n/a,0,-1,Perfume1.png,0,0,0,999,-1,rez_perfume_4ofcups,n/a,GardenCropCollected,PerfumeGiven,-1
188,!!PERFUME_CAPSIZEFORHER,70001,215,1,1620,0.019231,1,n/a,0,-1,Perfume2.png,0,0,0,999,-1,rez_perfume_capsizeforher,n/a,GardenCropCollected,PerfumeGiven,-1
189,!!PERFUME_CAPSIZEFORHIM,70002,490,1,3240,0.009175,1,n/a,0,-1,CapsizeForHim.png,0,0,0,999,-1,rez_perfume_capsizeforhim,n/a,GardenCropCollected,PerfumeGiven,-1
190,!!PERFUME_CORALBREEZE,70005,320,1,5400,0.01266,1,n/a,0,-1,Perfume3.png,0,0,0,999,-1,rez_perfume_coralbreeze,n/a,GardenCropCollected,PerfumeGiven,-1
191,!!PERFUME_FISHERMANSFLOWERS,70006,184,1,3240,0.02326,1,n/a,0,-1,Perfume4.png,0,0,0,999,-1,rez_perfume_fishermansflowers,n/a,GardenCropCollected,PerfumeGiven,-1
192,!!PERFUME_LAMPREYAWAY,70007,240,1,43200,0.01471,1,n/a,0,-1,LampreyAway.png,0,0,0,999,-1,rez_perfume_lampreyaway,n/a,GardenCropCollected,PerfumeGiven,-1
193,!!PERFUME_SCENTOSAILOR,70008,636,1,15120,0.007353,1,n/a,0,-1,ScentOSailor.png,0,0,0,999,-1,rez_perfume_scentosailor,n/a,GardenCropCollected,PerfumeGiven,-1
194,!!PERFUME_SEASHANTY,70009,810,1,21600,0.006098,1,n/a,0,-1,SeaShanty.png,0,0,0,999,-1,rez_perfume_seashanty,n/a,GardenCropCollected,PerfumeGiven,-1
195,!!PERFUME_THATSSOCORAL,70010,558,1,21600,0.008065,1,n/a,0,-1,Perfume6.png,0,0,0,999,-1,rez_perfume_thatssocoral,n/a,GardenCropCollected,PerfumeGiven,-1
196,!!PERFUME_THEDUMP,70011,788,1,21600,0.006411,1,n/a,0,-1,TheDump.png,0,0,0,999,-1,rez_perfume_thedump,n/a,GardenCropCollected,PerfumeGiven,-1
197,!!DECO_FLOWERCORAL_BLISSGARDEN,60005,-1,1,-1,0.001,0,n/a,0,-1,Flowers_blue.png,0,0,0,999,-1,rez_deco_flowercoral_blissgarden,n/a,GardenCropCollected,GardenCropEaten,-1
198,!!DECO_FLOWERCORAL_BRANCHCORALBOUQUET,60006,-1,1,-1,0.001,0,n/a,0,-1,Flowers_blue.png,0,0,0,999,-1,rez_deco_flowercoral_branchcoralbouquet,n/a,GardenCropCollected,GardenCropEaten,-1
199,!!DECO_FLOWERCORAL_CORALCASTLE,60007,-1,1,-1,0.001,0,n/a,0,-1,Flowers_blue.png,0,0,0,999,-1,rez_deco_flowercoral_coralcastle,n/a,GardenCropCollected,GardenCropEaten,-1
200,!!DECO_FLOWERCORAL_CUPCORALBED,60008,-1,1,-1,0.001,0,n/a,0,-1,Flowers_blue.png,0,0,0,999,-1,rez_deco_flowercoral_cupcoralbed,n/a,GardenCropCollected,GardenCropEaten,-1
201,!!DECO_FLOWERCORAL_FLOWERBED,60009,-1,1,-1,0.001,0,n/a,0,-1,Flowers_blue.png,0,0,0,999,-1,rez_deco_flowercoral_flowerbed,n/a,GardenCropCollected,GardenCropEaten,-1
202,!!DECO_FLOWERCORAL_REEFPATCH,60010,-1,1,-1,0.001,0,n/a,0,-1,Flowers_blue.png,0,0,0,999,-1,rez_deco_flowercoral_reefpatch,n/a,GardenCropCollected,GardenCropEaten,-1
203,!!DECO_FLOWERCORAL_SMELLYMEDLEY,60011,-1,1,-1,0.001,0,n/a,0,-1,Flowers_blue.png,0,0,0,999,-1,rez_deco_flowercoral_smellymedly,n/a,GardenCropCollected,GardenCropEaten,-1
204,!!DECO_FLOWERCORAL_STINKYSEACOLLECTION,60012,-1,1,-1,0.001,0,n/a,0,-1,Flowers_blue.png,0,0,0,999,-1,rez_deco_flowercoral_stinkyseacollection,n/a,GardenCropCollected,GardenCropEaten,-1
205,!!DECO_FLOWERCORAL_TUBESQUARE,60013,-1,1,-1,0.001,0,n/a,0,-1,Flowers_blue.png,0,0,0,999,-1,rez_deco_flowercoral_tubesquare,n/a,GardenCropCollected,GardenCropEaten,-1
206,!!FOOD_JENNYS_NUMBER,8675309,-1,1,-1,1,0,n/a,0,-1,SandyPortrait.png,0,0,0,10,-1,rez_bun,n/a,BakedItemCollected,BakedItemEaten,-1
207,!!FOOD_6NUGGETS,17,5,1,120,0.001,1,n/a,0,-1,Neptune'sNuggets.png,0,0,0,999,-1,rez_6nuggets,n/a,FriedItemCollected,FriedItemEaten,-1
208,!!FOOD_BREADBOWL,38,-1,1,-1,0.01,0,n/a,0,-1,BreadBowl.png,0,0,0,-1,-1,rez_breadbowl,n/a,BakedItemCollected,BakedItemEaten,-1
209,!!FOOD_CARPFREEKP,50,-1,1,120,0.001,0,n/a,0,-1,Captain'sCajunKelpCakes.png,0,0,0,999,-1,rez_carpfreekp,n/a,GrilledItemCollected,GrilledItemEaten,-1
210,!!FOOD_DELIROLL,37,-1,1,-1,0.001,0,n/a,0,-1,DeliRoll.png,0,0,0,-1,-1,rez_deliroll,n/a,BakedItemCollected,BakedItemEaten,-1
211,!!FOOD_FOOTLONG,45,-1,1,120,0.001,0,n/a,0,-1,FootlongHotDog.png,0,0,0,999,-1,rez+footlong,n/a,GrilledItemCollected,GrilledItemEaten,-1
212,!!FOOD_FRENCHBREAD,34,-1,1,-1,0.33,0,n/a,0,-1,GarlicBread.png,0,0,0,-1,-1,rez_frenchbread,n/a,BakedItemCollected,BakedItemEaten,-1
213,!!FOOD_GNOCCHI,26,5,1,120,0.001,1,n/a,0,-1,MarinaraGnocchi.png,0,0,0,999,-1,rez_gnocchi,n/a,BakedItemCollected,BakedItemEaten,-1
214,!!FOOD_HUSHPUPPY,30,5,1,120,0.001,1,n/a,0,-1,HushPuppies.png,0,0,0,999,-1,rez_hushpuppy,n/a,FriedItemCollected,FriedItemEaten,-1
215,!!FOOD_KELPJERKY,24,5,1,120,0.001,1,n/a,0,-1,KelpJerky.png,0,0,0,999,-1,rez_kelpjerky,n/a,FriedItemCollected,FriedItemEaten,-1
216,!!FOOD_KELPRINGS,20,5,1,360,0.001,1,n/a,0,-1,KelpRings.png,0,0,0,999,-1,rez_kelprings,n/a,FriedItemCollected,FriedItemEaten,-1
217,!!FOOD_SAILORS,25,120,1,120,0.001,1,n/a,0,-1,SailorsSurprise.png,0,0,0,999,-1,rez_sailors,n/a,SoupItemCollected,SoupItemEaten,-1
218,!!FOOD_SALSATACO,29,5,1,120,0.001,1,n/a,0,-1,SalsaTacos.png,0,0,0,999,-1,rez_salsataco,n/a,VeggieItemCollected,VeggieItemEaten,-1
219,!!FOOD_TORTILLA,35,-1,1,-1,0.25,0,n/a,0,-1,Tortillas.png,0,0,0,-1,-1,rez_tortilla,n/a,BakedItemCollected,BakedItemEaten,-1
220,!!FOOD_TOSTADA,43,-1,1,-1,0.001,0,n/a,0,-1,Tostada.png,0,0,0,-1,-1,rez_tostada,n/a,VeggieItemCollected,VeggieItemEaten,-1
221,!!FOOD_ULTIMATEANEMONE,42,-1,1,120,0.001,0,n/a,0,-1,GarlicBread.png,0,0,0,999,-1,rez_ult_anemone,n/a,FriedItemCollected,FriedItemEaten,-1
222,!!FOOD_VEGGIEWRAP,44,-1,1,120,0.001,0,n/a,0,-1,VeggieWrap.png,0,0,0,999,-1,rez_veggiewrap,n/a,VeggieItemCollected,VeggieItemEaten,-1
223,!!PERFUME_CHUMODERANT,70003,5,1,21600,0.001,1,n/a,0,-1,RecipeIcon.png,0,0,0,999,-1,rez_perfume_chumoderant,n/a,GardenCropCollected,PerfumeGiven,-1
224,!!PERFUME_CHUMSNIFF,70004,5,1,120,0.001,1,n/a,0,-1,RecipeIcon.png,0,0,0,999,-1,rez_perfume_chumsniff,n/a,GardenCropCollected,PerfumeGiven,-1
225,!!INGREDIENT_CHUM_CHUNKS,9500,0,1,1800,0.1112,0,n/a,0,-1,ChumChunks.png,0,0,0,999,-1,rez_chum_chunks,n/a,GrilledItemCollected,GrilledItemEaten,-1
226,!!INGREDIENT_CHUM_PATTY,9501,0,1,3600,0.1112,0,n/a,0,-1,ChumPatty.png,0,0,0,999,-1,rez_chum_patty,n/a,GrilledItemCollected,GrilledItemEaten,-1
227,!!INGREDIENT_CHUM_SLURRY,9502,0,1,7200,0.1112,0,n/a,0,-1,ChumSlurry.png,0,0,0,999,-1,rez_chum_slurry,n/a,GrilledItemCollected,GrilledItemEaten,-1
228,!!INGREDIENT_CHUM_GREASE,9503,0,1,14400,0.1112,0,n/a,0,-1,ChumGrease.png,0,0,0,999,-1,rez_chum_grease,n/a,FriedItemCollected,FriedItemEaten,-1
229,!!FOOD_CHUM_SHAKE,9504,0,1,3600,0.1112,1,n/a,0,-1,ChumShake.png,0,0,0,999,-1,rez_chum_shake,n/a,GrilledItemCollected,GrilledItemEaten,-1
230,!!FOOD_CHUM_BURGER,9505,0,1,7200,0.1112,1,n/a,0,-1,ChumBurger.png,0,0,0,999,-1,rez_chum_burger,n/a,GrilledItemCollected,GrilledItemEaten,-1
231,!!FOOD_CHUM_FRIES,9506,0,1,14400,0.1112,1,n/a,0,-1,ChumFries.png,0,0,0,999,-1,rez_chum_fries,n/a,FriedItemCollected,FriedItemEaten,-1
232,!!FOOD_CHUMBALAYA,9507,0,1,21600,0.1112,1,n/a,0,-1,Chumbalaya.png,0,0,0,999,-1,rez_chumbalaya,n/a,GrilledItemCollected,GrilledItemEaten,-1
233,!!FOOD_CHUM_CHILI,9508,0,1,28800,0.1112,1,n/a,0,-1,ChumChili.png,0,0,0,999,-1,rez_chum_chili,n/a,GrilledItemCollected,GrilledItemEaten,-1
234,!!FOOD_CHUM_PIE,9509,0,1,43200,0.1112,1,n/a,0,-1,ChumPie.png,0,0,0,999,-1,rez_chum_pie,n/a,BakedItemCollected,BakedItemEaten,-1
235,!!FOOD_CHUM_STICK,9510,0,1,86400,0.1112,1,n/a,0,-1,ChumOnAStick.png,0,0,0,999,-1,rez_chum_stick,n/a,GrilledItemCollected,GrilledItemEaten,-1
236,!!FOOD_KRABBY_KLONE,9511,0,1,86400,0.1112,1,n/a,0,-1,KrabbyKlone.png,0,0,0,999,-1,rez_krabby_klone,n/a,GrilledItemCollected,GrilledItemEaten,-1
237,AB Tests,33,-1,1,-1,-1,0,n/a,0,-1,n/a,0,0,0,-1,1000,rez_jj_abtest,n/a,n/a,n/a,-1
238,Cheese,9,-1,1,-1,4,0,n/a,0,-1,n/a,0,0,0,-1,-1,rez_cheese,n/a,n/a,n/a,-1
239,Meat,7,-1,1,-1,2,0,n/a,0,-1,n/a,0,0,0,-1,-1,rez_meat,n/a,n/a,n/a,-1
240,Sauce,11,-1,1,-1,0.001,0,n/a,0,-1,n/a,0,0,0,-1,-1,rez_sauce,n/a,n/a,n/a,-1
